year,year_rank,group,artist,song_name
1983,19,Golden Earring,Golden Earring,Twilight Zone
1983,20,Frida,Frida,I Know There's Something Going On
1983,21,Greg Kihn Band,Greg Kihn Band,Jeopardy
1983,22,Eddy Grant,Eddy Grant,Electric Avenue
1983,23,Thomas Dolby,Thomas Dolby,She Blinded Me With Science
1983,24,Toto,Toto,Africa
1983,25,Prince,Prince,Little Red Corvette
1983,26,Pretenders,Pretenders,Back On The Chain Gang
1983,27,Joe Cocker and Jennifer Warnes,Joe Cocker,Up Where We Belong
1983,27,Joe Cocker and Jennifer Warnes,Jennifer Warnes,Up Where We Belong
1983,28,Styx,Styx,Mr. Roboto
1983,29,Lionel Richie,Lionel Richie,You Are
1983,30,After The Fire,After The Fire,Der Kommissar
1983,31,Taco,Taco,Puttin' On The Ritz
1983,32,Marvin Gaye,Marvin Gaye,Sexual Healing
1983,33,Human League,Human League,(Keep Feeling) Fascination
1983,34,Culture Club,Culture Club,Time (Clock Of The Heart)
1983,35,Men Without Hats,Men Without Hats,The Safety Dance
1983,36,Toni Basil,Toni Basil,Mickey
1983,37,Phil Collins,Phil Collins,You Can't Hurry Love
1983,38,Journey,Journey,Separate Ways
1983,39,Daryl Hall and John Oates,Daryl Hall,One On One
1983,39,Daryl Hall and John Oates,John Oates,One On One
1983,40,Kenny Rogers and Sheena Easton,Kenny Rogers,We've Got Tonight
1983,40,Kenny Rogers and Sheena Easton,Sheena Easton,We've Got Tonight
1983,41,Prince,Prince,1999
1983,42,Stray Cats,Stray Cats,Stray Cat Strut
1983,43,Billy Joel,Billy Joel,Allentown
1983,44,Stevie Nicks,Stevie Nicks,Stand Back
1983,45,Billy Joel,Billy Joel,Tell Her About It
1983,46,Naked Eyes,Naked Eyes,Always Somethmg There To Remind Me
1983,47,Lionel Richie,Lionel Richie,Truly
1983,48,Don Henley,Don Henley,Dirty Laundry
1983,49,Michael Jackson and Paul McCartney,Michael Jackson,The Girl Is Mine
1983,49,Michael Jackson and Paul McCartney,Paul McCartney,The Girl Is Mine
1983,50,Kajagoogoo,Kajagoogoo,Too Shy
1983,51,Adam Ant,Adam Ant,Goody Two Shoes
1983,52,Clash,Clash,Rock The Casbah
1983,53,Madness,Madness,Our House
1983,54,Men At Work,Men At Work,Overkill
1983,55,Duran Duran,Duran Duran,Is There Something I Should Know
1983,56,Laura Branigan,Laura Branigan,Gloria
1983,57,Rick Springfield,Rick Springfield,Affair Of The Heart
1983,58,Tubes,Tubes,She's A Beauty
1983,59,Laura Branigan,Laura Branigan,Solitaire
1983,60,Styx,Styx,Don't Let It End
1983,61,Laura Branigan,Laura Branigan,How Am I Supposed To Live Without You
1983,62,David Bowie,David Bowie,China Girl
1983,63,Kinks,Kinks,Come Dancing
1983,64,Naked Eyes,Naked Eyes,"Promises, Promises"
1983,65,Little River Band,Little River Band,The Other Guy
1983,66,Air Supply,Air Supply,Making Love Out Of Nothing At All
1983,67,Daryl Hall and John Oates,Daryl Hall,Family Man
1983,67,Daryl Hall and John Oates,John Oates,Family Man
1983,68,Michael Jackson,Michael Jackson,Wanna Be Startin' Somethin'
1983,69,Toto,Toto,I Won't Hold You Back
1983,70,Christopher Cross,Christopher Cross,All Right
1983,71,Bryan Adams,Bryan Adams,Straight From The Heart
1983,72,Kenny Loggins,Kenny Loggins,Heart To Heart
1983,73,Lionel Richie,Lionel Richie,My Love
1983,74,Elton John,Elton John,I'm Still Standing
1983,75,Loverboy,Loverboy,Hot Girls In Love
1983,76,Men At Work,Men At Work,It's A Mistake
1983,77,Culture Club,Culture Club,I'll Tumble 4 Ya
1983,78,Debarge,Debarge,All This Love
1983,79,Sammy Hagar,Sammy Hagar,Your Love Is Driving Me Crazy
1983,80,Dionne Warwick,Dionne Warwick,Heartbreaker
1983,81,Journey,Journey,Faithfully
1983,82,Joe Jackson,Joe Jackson,Steppin' Out
1983,83,Quarterflash,Quarterflash,Take Me To Heart
1983,84,Stray Cats,Stray Cats,(She's) Sexy + 17
1983,85,Champaign,Champaign,Try Again
1983,86,Shalamar,Shalamar,Dead Giveaway
1983,87,Jackson Browne,Jackson Browne,Lawyers In Love
1983,88,Moving Pictures,Moving Pictures,What About Me
1983,89,Michael Jackson,Michael Jackson,Human Nature
1983,90,Def Leppard,Def Leppard,Photograph
1983,91,Musical Youth,Musical Youth,Pass The Dutchie
1983,92,Spandau Ballet,Spandau Ballet,TRUE
1983,93,Frank Stallone,Frank Stallone,Far From Over
1983,94,Eric Clapton,Eric Clapton,I've Got A Rock 'N' Roll Heart
1983,95,Stephen Bishop,Stephen Bishop,It Might Be You
1983,96,Peabo Bryson and Roberta Flack,Peabo Bryson,Tonight I Celebrate My Love
1983,96,Peabo Bryson and Roberta Flack,Roberta Flack,Tonight I Celebrate My Love
1983,97,Tom Petty and The Heartbreakers,Tom Petty and The Heartbreakers,You Got Lucky
1983,98,Asia,Asia,Don't Cry
1983,99,Joe Jackson,Joe Jackson,Breaking Us In Two
1983,100,"Earth, Wind and Fire","Earth, Wind and Fire",Fall In Love With Me
1984,1,Prince,Prince,When Doves Cry
1984,2,Tina Turner,Tina Turner,What's Love Got To Do With It
1984,3,Paul McCartney and Michael Jackson,Paul McCartney,Say Say Say
1984,3,Paul McCartney and Michael Jackson,Michael Jackson,Say Say Say
1984,4,Kenny Loggins,Kenny Loggins,Footloose
1984,5,Phil Collins,Phil Collins,Against All Odds (Take A Look At Me Now)
1984,6,Van Halen,Van Halen,Jump
1984,7,Lionel Richie,Lionel Richie,Hello
1984,8,Yes,Yes,Owner Of A Lonely Heart
1984,9,Ray Parker Jr.,Ray Parker Jr.,Ghostbusters
1984,10,Culture Club,Culture Club,Karma Chameleon
1984,11,John Waite,John Waite,Missing You
1984,12,Lionel Richie,Lionel Richie,All Night Long (All Night)
1984,13,Deniece Williams,Deniece Williams,Let's Hear It For The Boy
1984,14,Bruce Springsteen,Bruce Springsteen,Dancing In The Dark
1984,15,Cyndi Lauper,Cyndi Lauper,Girls Just Want To Have Fun
1984,16,Duran Duran,Duran Duran,The Reflex
1984,17,Cyndi Lauper,Cyndi Lauper,Time After Time
1984,18,Pointer Sisters,Pointer Sisters,Jump (For My Love)
1984,19,Romantics,Romantics,Talking In Your Sleep
1984,20,Laura Branigan,Laura Branigan,Self Control
1984,21,Prince and The Revolution,Prince and The Revolution,Let's Go Crazy
1984,22,Daryl Hall and John Oates,Daryl Hall,Say It Isn't So
1984,22,Daryl Hall and John Oates,John Oates,Say It Isn't So
1984,23,Thompson Twins,Thompson Twins,Hold Me Now
1984,24,Kool and The Gang,Kool and The Gang,Joanna
1984,25,Stevie Wonder,Stevie Wonder,I Just Called To Say I Love You
1984,26,Rockwell,Rockwell,Somebody's Watching Me
1984,27,Matthew Wilder,Matthew Wilder,Break My Stride
1984,28,Nena,Nena,99 Luftballons
1984,29,Dan Hartman,Dan Hartman,I Can Dream About You
1984,30,Sheila E.,Sheila E.,The Glamorous Life
1984,31,Steve Perry,Steve Perry,Oh Sherrie
1984,32,Lionel Richie,Lionel Richie,Stuck On You
1984,33,Elton John,Elton John,I Guess That's Why They Call It The Blues
1984,34,Cyndi Lauper,Cyndi Lauper,She Bop
1984,35,Madonna,Madonna,Borderline
1984,36,Corey Hart,Corey Hart,Sunglasses At Night
1984,37,Billy Idol,Billy Idol,Eyes Without A Face
1984,38,Eurythmics,Eurythmics,Here Comes The Rain Again
1984,39,Billy Joel,Billy Joel,Uptown Girl
1984,40,Night Ranger,Night Ranger,Sister Christian
1984,41,Cars,Cars,Drive
1984,42,Olivia Newton-John,Olivia Newton-John,Twist Of Fate
1984,43,Duran Duran,Duran Duran,Union Of The Snake
1984,44,Huey Lewis and The News,Huey Lewis and The News,The Heart Of Rock 'N' Roll
1984,45,Chicago,Chicago,Hard Habit To Break
1984,46,Scandal,Scandal,The Warrior
1984,47,Peabo Bryson,Peabo Bryson,If Ever You're In My Arms Again
1984,48,Pointer Sisters,Pointer Sisters,Automatic
1984,49,Shannon,Shannon,Let The Music Play
1984,50,Julio Iglesias and Willie Nelson,Julio Iglesias,To All The Girls I've Loved Before
1984,50,Julio Iglesias and Willie Nelson,Willie Nelson,To All The Girls I've Loved Before
1984,51,Billy Ocean,Billy Ocean,Caribbean Queen
1984,52,Genesis,Genesis,That's All
1984,53,Lionel Richie,Lionel Richie,Running With The Night
1984,54,Elton John,Elton John,Sad Songs (Say So Much)
1984,55,Huey Lewis and The News,Huey Lewis and The News,I Want A New Drug
1984,56,Kenny Rogers and Dolly Parton,Kenny Rogers,Islands In The Stream
1984,56,Kenny Rogers and Dolly Parton,Dolly Parton,Islands In The Stream
1984,57,Pat Benatar,Pat Benatar,Love Is A Battlefield
1984,58,Rod Stewart,Rod Stewart,Infatuation
1984,59,Mike Reno and Ann Wilson,Mike Reno,Almost Paradise
1984,59,Mike Reno and Ann Wilson,Ann Wilson,Almost Paradise
1984,60,ZZ Top,ZZ Top,Legs
1984,61,Jacksons,Jacksons,State Of Shock
1984,62,Rick Springfield,Rick Springfield,Love Somebody
1984,63,Culture Club,Culture Club,Miss Me Blind
1984,64,Huey Lewis and The News,Huey Lewis and The News,If This Is It
1984,65,Cars,Cars,You Might Think
1984,66,Madonna,Madonna,Lucky Star
1984,67,Bruce Springsteen,Bruce Springsteen,Cover Me
1984,68,Quiet Riot,Quiet Riot,Cum On Feel The Noize
1984,69,Irene Cara,Irene Cara,Breakdance
1984,70,Daryl Hall and John Oates,Daryl Hall,Adult Education
1984,70,Daryl Hall and John Oates,John Oates,Adult Education
1984,71,Tracy Ullman,Tracy Ullman,They Don't Know
1984,72,Billy Joel,Billy Joel,An Innocent Man
1984,73,Bananarama,Bananarama,Cruel Summer
1984,74,Wang Chung,Wang Chung,Dance Hall Days
1984,75,K.C.,K.C.,Give It Up
1984,76,Pointer Sisters,Pointer Sisters,I'm So Excited
1984,77,Ray Parker Jr.,Ray Parker Jr.,I Still Can't Get Over Loving You
1984,78,Michael Jackson,Michael Jackson,Thriller
1984,79,Madonna,Madonna,Holiday
1984,80,Ollie And Jerry,Ollie And Jerry,Breakin'... There's No Stopping Us
1984,81,John Lennon,John Lennon,Nobody Told Me
1984,82,Culture Club,Culture Club,Church Of The Poison Mind
1984,83,Christopher Cross,Christopher Cross,Think Of Laura
1984,84,Debarge,Debarge,Time Will Reveal
1984,85,Police,Police,Wrapped Around Your Finger
1984,86,John Cougar Mellencamp,John Cougar Mellencamp,Pink Houses
1984,87,Ratt,Ratt,Round And Round
1984,88,Go-Go's,Go-Go's,Head Over Heels
1984,89,Billy Joel,Billy Joel,The Longest Time
1984,90,Kool and The Gang,Kool and The Gang,Tonight
1984,91,Christine McVie,Christine McVie,Got A Hold On Me
1984,92,Shalamar,Shalamar,Dancing In The Sheets
1984,93,Rolling Stones,Rolling Stones,Undercover Of The Night
1984,94,John Cafferty and The Beaver Brown Band,John Cafferty and The Beaver Brown Band,On The Dark Side
1984,95,Duran Duran,Duran Duran,New Moon On Monday
1984,96,Peter Schilling,Peter Schilling,Major Tom (Coming Home)
1984,97,Cars,Cars,Magic
1984,98,Night Ranger,Night Ranger,When You Close Your Eyes
1984,99,Billy Squier,Billy Squier,Rock Me Tonite
1984,100,James Ingram and Michael McDonald,James Ingram,Yah Mo B There
1984,100,James Ingram and Michael McDonald,Michael McDonald,Yah Mo B There
1985,1,Wham!,Wham!,Careless Whisper
1985,2,Madonna,Madonna,Like A Virgin
1985,3,Wham!,Wham!,Wake Me Up Before You Go-Go
1985,4,Foreigner,Foreigner,I Want To Know What Love Is
1985,5,Chaka Khan,Chaka Khan,I Feel For You
1985,6,Daryl Hall and John Oates,Daryl Hall,Out Of Touch
1985,6,Daryl Hall and John Oates,John Oates,Out Of Touch
1985,7,Tears For Fears,Tears For Fears,Everybody Wants To Rule The World
1985,8,Dire Straits,Dire Straits,Money For Nothing
1985,9,Madonna,Madonna,Crazy For You
1985,10,a-ha,a-ha,Take On Me
1985,11,Paul Young,Paul Young,Everytime You Go Away
1985,12,Phil Collins and Philip Bailey,Phil Collins,Easy Lover
1985,12,Phil Collins and Philip Bailey,Philip Bailey,Easy Lover
1985,13,REO Speedwagon,REO Speedwagon,Can't Fight This Feeling
1985,14,Starship,Starship,We Built This City
1985,15,Huey Lewis and The News,Huey Lewis and The News,The Power Of Love
1985,16,Simple Minds,Simple Minds,Don't You (Forget About Me)
1985,17,Kool and The Gang,Kool and The Gang,Cherish
1985,18,John Parr,John Parr,St. Elmo's Fire (Man In Motion)
1985,19,Glenn Frey,Glenn Frey,The Heat Is On
1985,20,U.S.A. For Africa,U.S.A. For Africa,We Are The World
1985,21,Tears For Fears,Tears For Fears,Shout
1985,22,Stevie Wonder,Stevie Wonder,Part-Time Lover
1985,23,Whitney Houston,Whitney Houston,Saving All My Love For You
1985,24,Bryan Adams,Bryan Adams,Heaven
1985,25,Wham!,Wham!,Everything She Wants
1985,26,New Edition,New Edition,Cool It Now
1985,27,Jan Hammer,Jan Hammer,Miami Vice Theme
1985,28,Billy Ocean,Billy Ocean,Lover Boy
1985,29,Teena Marie,Teena Marie,Lover Girl
1985,30,Glenn Frey,Glenn Frey,You Belong To The City
1985,31,Ready For The World,Ready For The World,Oh Sheila
1985,32,Debarge,Debarge,Rhythm Of The Night
1985,33,Phil Collins,Phil Collins,One More Night
1985,34,Honeydrippers,Honeydrippers,Sea Of Love
1985,35,Duran Duran,Duran Duran,A View To A Kill
1985,36,Duran Duran,Duran Duran,The Wild Boys
1985,37,Chicago,Chicago,You're The Inspiration
1985,38,Pointer Sisters,Pointer Sisters,Neutron Dance
1985,39,Pat Benatar,Pat Benatar,We Belong
1985,40,Commodores,Commodores,Nightshift
1985,41,Howard Jones,Howard Jones,Things Can Only Get Better
1985,42,Jack Wagner,Jack Wagner,All I Need
1985,43,Aretha Franklin,Aretha Franklin,Freeway Of Love
1985,44,Corey Hart,Corey Hart,Never Surrender
1985,45,Phil Collins,Phil Collins,Sussudio
1985,46,Sheena Easton,Sheena Easton,Strut
1985,47,Whitney Houston,Whitney Houston,You Give Good Love
1985,48,Survivor,Survivor,The Search Is Over
1985,49,Diana Ross,Diana Ross,Missing You
1985,50,Phil Collins and Marilyn Martin,Phil Collins,Separate Lives
1985,50,Phil Collins and Marilyn Martin,Marilyn Martin,Separate Lives
1985,51,Prince and The Revolution,Prince and The Revolution,Raspberry Beret
1985,52,Billy Ocean,Billy Ocean,Suddenly
1985,53,Don Henley,Don Henley,The Boys Of Summer
1985,54,Murray Head,Murray Head,One Night In Bangkok
1985,55,Sting,Sting,If You Love Somebody Set Them Free
1985,56,Animotion,Animotion,Obsession
1985,57,Tina Turner,Tina Turner,We Don't Need Another Hero
1985,58,Madonna,Madonna,Material Girl
1985,59,Tina Turner,Tina Turner,Better Be Good To Me
1985,60,Tears For Fears,Tears For Fears,Head Over Heels
1985,61,Harold Faltermeyer,Harold Faltermeyer,Axel F
1985,62,Sade,Sade,Smooth Operator
1985,63,Mary Jane Girls,Mary Jane Girls,In My House
1985,64,Phil Collins,Phil Collins,Don't Lose My Number
1985,65,Cyndi Lauper,Cyndi Lauper,All Through The Night
1985,66,Bryan Adams,Bryan Adams,Run To You
1985,67,Bruce Springsteen,Bruce Springsteen,Glory Days
1985,68,'Til Tuesday,'Til Tuesday,Voices Carry
1985,69,Kool and The Gang,Kool and The Gang,Misled
1985,70,Eurythmics,Eurythmics,Would I Lie To You?
1985,71,ABC,ABC,Be Near Me
1985,72,Paul McCartney,Paul McCartney,No More Lonely Nights
1985,73,Survivor,Survivor,I Can't Hold Back
1985,74,Bryan Adams,Bryan Adams,Summer Of '69
1985,75,Katrina and The Waves,Katrina and The Waves,Walking On Sunshine
1985,76,Wham!,Wham!,Freedom
1985,77,Julian Lennon,Julian Lennon,Too Late For Goodbyes
1985,78,Julian Lennon,Julian Lennon,Valotte
1985,79,Power Station,Power Station,Some Like It Hot
1985,80,Ashford and Simpson,Ashford and Simpson,Solid
1985,81,Madonna,Madonna,Angel
1985,82,Bruce Springsteen,Bruce Springsteen,I'm On Fire
1985,83,Daryl Hall and John Oates,Daryl Hall,Method Of Modern Love
1985,83,Daryl Hall and John Oates,John Oates,Method Of Modern Love
1985,84,Thompson Twins,Thompson Twins,Lay Your Hands On Me
1985,85,Debarge,Debarge,Who's Holding Donna Now
1985,86,John Cougar Mellencamp,John Cougar Mellencamp,Lonely Ol' Night
1985,87,Heart,Heart,What About Love
1985,88,David Lee Roth,David Lee Roth,California Girls
1985,89,Kool and The Gang,Kool and The Gang,Fresh
1985,90,Jermaine Jackson,Jermaine Jackson,Do What You Do
1985,91,The Time,The Time,Jungle Of Love
1985,92,Bruce Springsteen,Bruce Springsteen,Born In The USA
1985,93,Tina Turner,Tina Turner,Private Dancer
1985,94,Aretha Franklin,Aretha Franklin,Who's Zoomin' Who
1985,95,Sting,Sting,Fortress Around Your Heart
1985,96,Lionel Richie,Lionel Richie,Penny Lover
1985,97,Don Henley,Don Henley,All She Wants To Do Is Dance
1985,98,Madonna,Madonna,Dress You Up
1985,99,Night Ranger,Night Ranger,Sentimental Street
1985,100,Sheena Easton,Sheena Easton,Sugar Walls
1986,1,Dionne and Friends,Dionne and Friends,That's What Friends Are For
1986,2,Lionel Richie,Lionel Richie,"Say You, Say Me"
1986,3,Klymaxx,Klymaxx,I Miss You
1986,4,Patti Labelle and Michael McDonald,Patti Labelle,On My Own
1986,4,Patti Labelle and Michael McDonald,Michael McDonald,On My Own
1986,5,Mr. Mister,Mr. Mister,Broken Wings
1986,6,Whitney Houston,Whitney Houston,How Will I Know
1986,7,Eddie Murphy,Eddie Murphy,Party All The Time
1986,8,Survivor,Survivor,Burning Heart
1986,9,Mr. Mister,Mr. Mister,Kyrie
1986,10,Robert Palmer,Robert Palmer,Addicted To Love
1986,11,Whitney Houston,Whitney Houston,Greatest Love Of All
1986,12,Atlantic Starr,Atlantic Starr,Secret Lovers
1986,13,Carl Anderson and Gloria Loring,Carl Anderson,Friends And Lovers
1986,13,Carl Anderson and Gloria Loring,Gloria Loring,Friends And Lovers
1986,14,Peter Cetera,Peter Cetera,Glory Of Love
1986,15,Pet Shop Boys,Pet Shop Boys,West End Girls
1986,16,Billy Ocean,Billy Ocean,There'll Be Sad Songs
1986,17,Simple Minds,Simple Minds,Alive And Kicking
1986,18,Heart,Heart,Never
1986,19,Prince and The Revolution,Prince and The Revolution,Kiss
1986,20,Steve Winwood,Steve Winwood,Higher Love
1986,21,Huey Lewis and The News,Huey Lewis and The News,Stuck With You
1986,22,Simply Red,Simply Red,Holding Back The Years
1986,23,Peter Gabriel,Peter Gabriel,Sledgehammer
1986,24,Starship,Starship,Sara
1986,25,Human League,Human League,Human
1986,26,Nu Shooz,Nu Shooz,I Can't Wait
1986,27,Berlin,Berlin,Take My Breath Away
1986,28,Falco,Falco,Rock Me Amadeus
1986,29,Madonna,Madonna,Papa Don't Preach
1986,30,Bon Jovi,Bon Jovi,You Give Love A Bad Name
1986,31,Billy Ocean,Billy Ocean,When The Going Gets Tough
1986,32,Janet Jackson,Janet Jackson,When I Think Of You
1986,33,Heart,Heart,These Dreams
1986,34,Glass Tiger,Glass Tiger,Don't Forget Me (When I'm Gone)
1986,35,Madonna,Madonna,Live To Tell
1986,36,Belinda Carlisle,Belinda Carlisle,Mad About You
1986,37,Level 42,Level 42,Something About You
1986,38,Bananarama,Bananarama,Venus
1986,39,Lionel Richie,Lionel Richie,Dancing On The Ceiling
1986,40,Miami Sound Machine,Miami Sound Machine,Conga
1986,41,Cyndi Lauper,Cyndi Lauper,True Colors
1986,42,Kenny Loggins,Kenny Loggins,Danger Zone
1986,43,Janet Jackson,Janet Jackson,What Have You Done For Me Lately
1986,44,Howard Jones,Howard Jones,No One Is To Blame
1986,45,Sly Fox,Sly Fox,Let's Go All The Way
1986,46,Robert Palmer,Robert Palmer,I Didn't Mean To Turn You On
1986,47,Miami Sound Machine,Miami Sound Machine,Words Get In The Way
1986,48,Bangles,Bangles,Manic Monday
1986,49,Dire Straits,Dire Straits,Walk Of Life
1986,50,Boston,Boston,Amanda
1986,51,Stacey Q,Stacey Q,Two Of Hearts
1986,52,Jets,Jets,Crush On You
1986,53,Orchestral Manoeuvres In The Dark,Orchestral Manoeuvres In The Dark,If You Leave
1986,54,Genesis,Genesis,Invisible Touch
1986,55,Sade,Sade,The Sweetest Taboo
1986,56,INXS,INXS,What You Need
1986,57,Stevie Nicks,Stevie Nicks,Talk To Me
1986,58,Janet Jackson,Janet Jackson,Nasty
1986,59,Eddie Money,Eddie Money,Take Me Home Tonight
1986,60,Jermaine Stewart,Jermaine Stewart,We Don't Have To Take Our Clothes Off
1986,61,Lisa Lisa and Cult Jam With Full Force,Lisa Lisa and Cult Jam,All Cried Out
1986,61,Lisa Lisa and Cult Jam With Full Force,Full Force,All Cried Out
1986,62,Outfield,Outfield,Your Love
1986,63,Wham!,Wham!,I'm Your Man
1986,64,Scritti Politti,Scritti Politti,Perfect Way
1986,65,James Brown,James Brown,Living In America
1986,66,John Cougar Mellencamp,John Cougar Mellencamp,R.O.C.K. In The U.S.A.
1986,67,El Debarge,El Debarge,Who's Johnny
1986,68,Cameo,Cameo,Word Up
1986,69,Van Halen,Van Halen,Why Can't This Be Love
1986,70,Mike and The Mechanics,Mike and The Mechanics,Silent Running
1986,71,Tina Turner,Tina Turner,Typical Male
1986,72,John Cougar Mellencamp,John Cougar Mellencamp,Small Town
1986,73,Baltimora,Baltimora,Tarzan Boy
1986,74,Mike and The Mechanics,Mike and The Mechanics,All I Need Is A Miracle
1986,75,Michael McDonald,Michael McDonald,Sweet Freedom
1986,76,Madonna,Madonna,True Blue
1986,77,Timex Social Club,Timex Social Club,Rumors
1986,78,Dream Academy,Dream Academy,Life In A Northern Town
1986,79,Miami Sound Machine,Miami Sound Machine,Bad Boy
1986,80,ZZ Top,ZZ Top,Sleeping Bag
1986,81,Cars,Cars,Tonight She Comes
1986,82,Rod Stewart,Rod Stewart,Love Touch
1986,83,Sheila E.,Sheila E.,A Love Bizarre
1986,84,Genesis,Genesis,Throwing It All Away
1986,85,Regina,Regina,Baby Love
1986,86,Arcadia,Arcadia,Election Day
1986,87,Elton John,Elton John,Nikita
1986,88,Phil Collins,Phil Collins,Take Me Home
1986,89,Run-D.M.C.,Run-D.M.C.,Walk This Way
1986,90,Anita Baker,Anita Baker,Sweet Love
1986,91,Moody Blues,Moody Blues,Your Wildest Dreams
1986,92,Paul McCartney,Paul McCartney,Spies Like Us
1986,93,Starpoint,Starpoint,Object Of My Desire
1986,94,Daryl Hall,Daryl Hall,Dreamtime
1986,95,Force M.D.'s,Force M.D.'s,Tender Love
1986,96,Thompson Twins,Thompson Twins,King For A Day
1986,97,Lionel Richie,Lionel Richie,Love Will Conquer All
1986,98,George Michael,George Michael,A Different Corner
1986,99,Toto,Toto,I'll Be Over You
1986,100,Stevie Wonder,Stevie Wonder,Go Home
1987,1,Bangles,Bangles,Walk Like An Egyptian
1987,2,Heart,Heart,Alone
1987,3,Gregory Abbott,Gregory Abbott,Shake You Down
1987,4,Whitney Houston,Whitney Houston,I Wanna Dance With Somebody (Who Loves Me)
1987,5,Starship,Starship,Nothing's Gonna Stop Us Now
1987,6,Robbie Nevil,Robbie Nevil,C'est La Vie
1987,7,Whitesnake,Whitesnake,Here I Go Again
1987,8,Bruce Hornsby and The Range,Bruce Hornsby and The Range,The Way It Is
1987,9,Bob Seger,Bob Seger,Shakedown
1987,10,Bon Jovi,Bon Jovi,Livin' On A Prayer
1987,11,Los Lobos,Los Lobos,La Bamba
1987,12,Wang Chung,Wang Chung,Everybody Have Fun Tonight
1987,13,Crowded House,Crowded House,Don't Dream It's Over
1987,14,Atlantic Starr,Atlantic Starr,Always
1987,15,U2,U2,With Or Without You
1987,16,Jody Watley,Jody Watley,Looking For A New Love
1987,17,Lisa Lisa and Cult Jam,Lisa Lisa and Cult Jam,Head To Toe
1987,18,Tiffany,Tiffany,I Think We're Alone Now
1987,19,Billy Idol,Billy Idol,Mony Mony
1987,20,Billy Vera and The Beaters,Billy Vera and The Beaters,At This Moment
1987,21,Chris De Burgh,Chris De Burgh,The Lady In Red
1987,22,Whitney Houston,Whitney Houston,Didn't We Almost Have It All
1987,23,U2,U2,I Still Haven't Found What I'm Looking For
1987,24,George Michael,George Michael,I Want Your Sex
1987,25,Duran Duran,Duran Duran,Notorious
1987,26,Debbie Gibson,Debbie Gibson,Only In My Dreams
1987,27,Bill Medley and Jennifer Warnes,Bill Medley,(I've Had) The Time Of My Life
1987,27,Bill Medley and Jennifer Warnes,Jennifer Warnes,(I've Had) The Time Of My Life
1987,28,Peter Cetera and Amy Grant,Peter Cetera,The Next Time I Fall
1987,28,Peter Cetera and Amy Grant,Amy Grant,The Next Time I Fall
1987,29,Club Nouveau,Club Nouveau,Lean On Me
1987,30,Madonna,Madonna,Open Your Heart
1987,31,Lisa Lisa and Cult Jam,Lisa Lisa and Cult Jam,Lost In Emotion
1987,32,Cutting Crew,Cutting Crew,(I Just) Died In Your Arms
1987,33,T'pau,T'pau,Heart And Soul
1987,34,Kim Wilde,Kim Wilde,You Keep Me Hangin' On
1987,35,Georgia Satellites,Georgia Satellites,Keep Your Hands To Yourself
1987,36,Aretha Franklin and George Michael,Aretha Franklin,I Knew You Were Waiting (For Me)
1987,36,Aretha Franklin and George Michael,George Michael,I Knew You Were Waiting (For Me)
1987,37,Janet Jackson,Janet Jackson,Control
1987,38,Prince,Prince,U Got The Look
1987,39,Linda Ronstadt and James Ingram,Linda Ronstadt,Somewhere Out There
1987,39,Linda Ronstadt and James Ingram,James Ingram,Somewhere Out There
1987,40,Genesis,Genesis,Land Of Confusion
1987,41,Huey Lewis and The News,Huey Lewis and The News,Jacob's Ladder
1987,42,Madonna,Madonna,Who's That Girl
1987,43,Jets,Jets,You Got It All
1987,44,Samantha Fox,Samantha Fox,Touch Me (I Want Your Body)
1987,45,Michael Jackson and Siedah Garrett,Michael Jackson,I Just Can't Stop Loving You
1987,45,Michael Jackson and Siedah Garrett,Siedah Garrett,I Just Can't Stop Loving You
1987,46,Madonna,Madonna,Causing A Commotion
1987,47,Genesis,Genesis,In Too Deep
1987,48,Janet Jackson,Janet Jackson,Let's Wait Awhile
1987,49,Huey Lewis and The News,Huey Lewis and The News,Hip To Be Square
1987,50,Chicago,Chicago,Will You Still Love Me?
1987,51,Fleetwood Mac,Fleetwood Mac,Little Lies
1987,52,Suzanne Vega,Suzanne Vega,Luka
1987,53,Bananarama,Bananarama,I Heard A Rumour
1987,54,Richard Marx,Richard Marx,Don't Mean Nothing
1987,55,Kenny G,Kenny G,Songbird
1987,56,Europe,Europe,Carrie
1987,57,System,System,Don't Disturb This Groove
1987,58,Madonna,Madonna,La Isla Bonita
1987,59,Michael Jackson,Michael Jackson,Bad
1987,60,Prince,Prince,Sign 'O' The Times
1987,61,Cyndi Lauper,Cyndi Lauper,Change Of Heart
1987,62,Expose,Expose,Come Go With Me
1987,63,Dan Hill,Dan Hill,Can't We Try
1987,64,Billy Idol,Billy Idol,To Be A Lover
1987,65,Bruce Hornsby and The Range,Bruce Hornsby and The Range,Mandolin Rain
1987,66,Swing Out Sister,Swing Out Sister,Breakout
1987,67,Ben E. King,Ben E. King,Stand By Me
1987,68,Genesis,Genesis,"Tonight, Tonight, Tonight"
1987,69,Glass Tiger,Glass Tiger,Someday
1987,70,ABC,ABC,When Smokey Sings
1987,71,Levert,Levert,Casanova
1987,72,Gloria Estefan and Miami Sound Machine,Gloria Estefan,Rhythm Is Gonna Get You
1987,72,Gloria Estefan and Miami Sound Machine,Miami Sound Machine,Rhythm Is Gonna Get You
1987,73,Whispers,Whispers,Rock Steady
1987,74,Bon Jovi,Bon Jovi,Wanted Dead Or Alive
1987,75,Peter Gabriel,Peter Gabriel,Big Time
