quiz,url,result,name,description,headline,image
Which Superhero Are You?,http://www.buzzfeed.com/kristinchirico/which-superhero-are-you,10,Captain Planet,"You’re a believer in teamwork, and that makes you a good leader because you appreciate the little guy, even if his magical power is only heart, or whatever. You may not be really sure what heart is, but you’re still going to appreciate whatever it brings to the table, anyway, because who are you to say that heart is pointless? This is a quality that gets you invited to a lot of parties.",You got: Captain Planet,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/20/7d425a39d8d62c4ed5c1b281db4cbece-6.jpg
Which Superhero Are You?,http://www.buzzfeed.com/kristinchirico/which-superhero-are-you,11,Professor X,"You’re a lover, not a fighter, although you could kick someone’s ass if you wanted to. You believe that true strength comes from being able to get stuff done without being a bully. Besides, you get more satisfaction from outsmarting someone than you do from inflicting pain on them, because anyone could do that. You’re better than that.",You got: Professor X,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/20/d8f0dac73e8ad138f9ec62981d64a5e8-21.jpg
Which Superhero Are You?,http://www.buzzfeed.com/kristinchirico/which-superhero-are-you,12,Space Ghost,"What do you mean, ""Who is Space Ghost?"" You’re only the fucking king of space. What else do they want from you? You’ve given America, nay, the world, your crime fighting powers by day and your critically acclaimed talk show host powers by night, and shouldn’t that be enough? You also have an evil twin brother named Tad Ghostal, but this personality description isn’t about him, it’s about you, so stop thinking about Tad, right now. Stop it.",You got: Space Ghost,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/3/20/f919ca3ed38e418619966a102e59aed2-0.jpg
Which Superhero Are You?,http://www.buzzfeed.com/kristinchirico/which-superhero-are-you,13,The Fantastic Four,"You’re a jack-of-all-trades. Because you’re curious about the world around you, you’re always trying new things, which means that you have a broad range of skills and interests. In high school, you would have been the first person to be both captain of the football team AND captain of the cheer lading squad, if they would have let you.",You got: The Fantastic Four,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/3/20/2aa8b8e637c00e79e67c29c71e6ed1c0-3.jpg
Which Superhero Are You?,http://www.buzzfeed.com/kristinchirico/which-superhero-are-you,14,Storm,"Your picture is practically in the dictionary next to discipline. When other people are thinking about having that second cookie, you are on the second mile of your run. You have never pulled an all-nighterâ¦ because you’ve never had to. You are cool, calm, and in control, because you know that if you weren’t, you wouldn’t just have 2 cookies, you’d have 200.",You got: Storm,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/3/20/6c649ae3714ce99da1d283d821322448-7.jpg
Which Superhero Are You?,http://www.buzzfeed.com/kristinchirico/which-superhero-are-you,15,Robin,"You are quite literally the world’s greatest best friend: always there when it counts, supportive, and loyal. But just because you spend a lot time teaming up with others doesn’t mean that you don’t have your own badass set of skills, and the ability to do things on your own. It’s just that you happen to also have really great taste in people.",You got: Robin,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/3/20/8bb49d6dc360fc77eeac07908ca85871-14.jpg
Which Superhero Are You?,http://www.buzzfeed.com/kristinchirico/which-superhero-are-you,16,Green Lantern,"Green Lantern: You have an imagination that old rich CEOs would probably pay a lot of money to harness. In fact, there’s so much potential in that brain of yours, that you could be pretty much anything you want to be: CEO, rocket scientist, actual rocket. And don’t get me started on what you can do with a tub of legos.",You got: Green Lantern,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/20/3946422ba1ea10536e3196fca9fdac44-0.jpg
Which Superhero Are You?,http://www.buzzfeed.com/kristinchirico/which-superhero-are-you,17,Darkwing Duck,"You’re a natural performer, and while you may be too modest to admit it, everyone around would probably agree that you’re the funniest person they know. You just want to share your life with everyone which is why you’re probably also a champion at social media: Your spontaneous nature makes you a genius at Twitter, and your sense of humor probably makes even your selfies hilarious.",You got: Darkwing Duck,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/20/a89d582cddbfeb92c101392864ce0067-5.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,0,Haley James Scott,"You are loyal, caring, and incredibly talented. You know what you want and you aren’t afraid to fight for it. Nobody messes with the ones you love. And most of all, nobody messes with your dreams. Keep dreamin’, it’s bound to come true.",You got: Haley James Scott,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/3/16/74ac5b8b876129cc5b1ca61ee903e4a8-8.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,1,Brooke Davis,"You are slightly misunderstood. But underneath it all, you’re strong with fierce independence. You might have a less than ideal past, but you don’t let anything hold you back. The world should beware…because you’ve only just begun.",You got: Brooke Davis,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/17/27013554e142cd6d9f63dd73c31b8fe5-18.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,2,Lucas Scott,"You are more than you seem. You are constantly questioning the meaning of life and trying to find your purpose. You are an excellent friend, and you always know just what to say. You are a mix of rebellion and sincerity that people have a hard time resisting.",You got: Lucas Scott,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/3/17/21eb4c47a83ffd6fdcaec0f4ab956f69-5.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,3,Mouth McFadden,"You were a late bloomer, but good lord did you BLOOM. People may have doubted you, but you loving proving everyone wrong. You sometimes let people take advantage of you, but no one can fault you because you’re such a great person.",You got: Mouth McFadden,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/3/17/56b933a34cdb169b824add241e53c2dd-9.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,4,Nathan Scott,"You might have a less than ideal past. You may still dealing with some issues from said past, but every day you get closer to becoming the person you want to be. You excel at virtually anything you choose to pursue. And you are loyal to those you love…no matter what.",You got: Nathan Scott,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/3/17/29bb8eadc6599af4e20c54916a46833f-5.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,5,Dan Scott,"You may not always be well-liked, but deep down…you have a good heart. You struggle daily with inner demons, but in the end you always persevere. Your family always comes first. And really, you’re unstoppable. Good luck to those trying to keep you down. Let that light shine.",You got: Dan Scott,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/3/17/8aec856ed392d8abd187fa3ad1d7ef40-0.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,6,Whitey,"You’re in the dictionary next to the word advice. You give the greatest advice, and your friends and family know this. You have a humongous capacity for love and compassion and you spread it to all you encounter. Well, those who deserve it anyway. ;)",You got: Whitey,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/3/17/6941a393962430a71026a7dc006384ff-0.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,7,Keith Scott,"You’re the nice person. Sometimes this means you get overlooked, but really you’re the catch. Your loyalty is unyielding and your heart is pure gold. Don’t get down if you feel like you’re overlooked, those who deserve your love will look right at you.",You got: Keith Scott,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/3/17/45a8bb7384203265104c78aa49e26ed3-3.jpg
Which One Tree Hill Character Are You?,http://www.buzzfeed.com/laraparker/which-one-tree-hill-character-are-you,8,Peyton Sawyer,"You wear your heart on your sleeve- but man is it a big heart. You are unfaltingly creative. You are always genuine and have a heart of gold. Sometimes your emotions can get you down, but you always come out on top. Always keep the faith. Everything will work out for you in the end.",You got: Peyton Sawyer,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/3/17/0b9b809bb25ab59752499642e756b2f5-0.jpg
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,0,Ian Malcolm,Achingly cool. Seductively intelligent. You’re the Johnny Cash of Chaos Theory. Just maybe avoid trying to be the hero — it’s not really your style.,You got: Ian Malcolm,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/3/11/anigif_9e7841bfc8f7c2cc08788a11966ed11e-2.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,1,The sassy velociraptor,"People often underestimate your abilities, but it’s usually you who has the last laugh. Your only flaw? You’re no good in the kitchen.",You got: The sassy velociraptor,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/3/11/anigif_8ac15b918059aaaf29ad7e442c38f121-0.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,2,Tim,"You have an inquisitive mind, and will jump at the chance to have a proper debate. If you can avoid being eaten or crushed by a car, you’ll go far!",You got: Tim,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/12/anigif_74fbb0f69d54c93f85bae0e243f1dcc3-0.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,3,Mr. DNA,You’re clever. You’re very clever. You’re very clever indeed. Unfortunately this can come across as smug and you often find that people can’t wait to escape you. Oh well. Their loss!,You got: Mr. DNA,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/3/12/anigif_678870f82388c022a018a6ac9fe52916-7.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,4,Samuel L. Jackson’s dismembered arm,"You’re a calming influence on those around you. Well, until they realise what you really are and then they’re absolutely terrified.",You got: Samuel L. Jackson’s dismembered arm,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/12/anigif_38579fb04ae4c52a3839c6eeb1e60add-4.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,5,The annoying kid from the start of the film,You’re a scared and complex person with a sensitive soul. Unfortunately you hide this by being a bit of a dick to people for no reason.,You got: The annoying kid from the start of the film,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/3/12/anigif_4b8deb3e05dd6250bbc38dd37a37aa25-3.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,6,The huge pile of triceratops poo,"Hmm, sorry about that. Someone had to be, I suppose.",You got: The huge pile of triceratops poo,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/12/anigif_d7b1850eb04f90fbabb97950c1b62f4c-12.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,7,Lex,"Yes, you may be awkward, quiet, and scared of anything you don’t understand, but when the time comes you’re capable of saving the day. Providing you know how to use very complicated operating systems from the early ’90s.",You got: Lex,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/3/11/anigif_d995dfd0174ce1b4994deb3e88d51a46-4.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,8,Dilophosaurus,"You’re full of surprises. One minute you’ll be cute as a button, the next you’re spitting in the face of anyone who wrongs you.",You got: Dilophosaurus,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/3/12/anigif_e39f1d3eac95b1ddab9f2f5f582573c1-7.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,9,John Hammond,"You’re kind, you love your family, and you’ll do anything to succeed. Up to and including risking the lives of your grandchildren to earn a bit of cash.",You got: John Hammond,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/3/11/anigif_3e35bea4e6d4fb4afcccc3758074f5d7-22.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,10,Donald Gennaro,"You’re not exactly the hero type, but why put yourself in danger when you can just run away? Not that hiding in the toilet does you many favours, though…",You got: Donald Gennaro,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/3/11/anigif_12c19d693b3a8c7db1c6413e417c081e-6.gif
Which “Jurassic Park” Character Are You?,http://www.buzzfeed.com/robinedds/which-jurassic-park-character-are-you,11,Dennis Nedry,"You’re only out for yourself, but what’s wrong with that? No man is an island, but if you make enough money you could probably buy one.",You got: Dennis Nedry,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/3/11/anigif_28ae8ea2436e70ded1db57d982d70d61-0.gif
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,0,Edwardian England,"Big, bold, and brash, but with a dash of style â that’s you in a nutshell. When you’re as royally awesome as you are, who cares about the haters? The sun never sets on a cool cat like you. You lead a fabulous life of leisure and have your crumpet and eat it too.",You got: Edwardian England,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/2/14/anigif_a92257fa80f9a413a3607205d4d6c74e-10.gif
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,1,Incan Empire,"You’re a total baller, if you Quechua my drift. You’re a hard worker and bust your butt to achieve your dreams. You’re not afraid of shooting for the stars, because you know even if you miss, you’ll end up in Machu Picchu.",You got: Incan Empire,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/2/15/anigif_69da1eaa33c9c3e9a85084663b55d8d2-0.gif
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,2,Revolutionary France,"You don’t want to eat any cake, thank you very much, because that is too mainstream. You’re edgy, passionate, and outspoken. When you want something, you go out and get it. Now off with some heads!",You got: Revolutionary France,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/15/anigif_2b33eaf0b29e37924146836eeb5c95b8-0.gif
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,3,Ancient Rome,"You’re the coolest kid in the empire and aren’t afraid to fight for what you want. You’re not the life of the party, you ARE the party. Keep doing your thang â and enjoy the gladiator match.",You got: Ancient Rome,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/2/15/anigif_09ca3b9117e02ef5e28e9405bd6be3db-0.gif
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,4,Imperial China,"Hey there, trendsetter! You’ve started a dynasty of awesome, because no one knows what will be hot earlier than you. Who cares if everyone else is copying you â you came up with it first, anyway!",You got: Imperial China,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/2/15/anigif_a99811e356e5ccd286a36b5bd477429b-0.gif
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,5,Ancient Egypt,"You’re cooler than Cleopatra and terrific as Tutankhamun. You’re a dreamer who thinks big and acts bigger. After all, a life of luxury is grand, but people remember you in the afterlife by the size of your pyramid!",You got: Ancient Egypt,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/15/cbfd5567affc55ee458f76f84ff9283d-3.jpg
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,6,Renaissance Italy,"Hey there, you style fiend! You’re fine, fresh, and fierce to the core. You have an incredible appreciation for the finer things in life and are a total culture vulture. Keep up that Mona Lisa smile!",You got: Renaissance Italy,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/15/ec026997f4978ed2fe819f0a5a7aa756-17.jpg
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,7,Elizabethan England,"To be awesome, or to be really awesome, that is the question! You’re outgoing, fun, and well-spoken. At times, your friends may say you’re a bit dramatic, but that’s just because you aren’t afraid to express yourself. Keep on shining bright like the star you are.",You got: Elizabethan England,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/2/15/anigif_948bf824c114d5a96563b05f58f23ce2-1.gif
What Period In History Do You Really Belong In?,http://www.buzzfeed.com/samstryker/what-period-in-history-do-you-really-belong,8,Medieval Europe,"You’re rough, you’re tough, and more than just sword of awesome â you’re the most badass kid in the castle. You’re all about having a good time day and knight, but also have a romantic side. Most important, you have a huge independent streak.",You got: Medieval Europe,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/15/anigif_a4d794c06da3c7e8f887208d613df263-0.gif
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,0,Girls Aloud.,You’re always up for a good time and you’re the life and soul of every party. You’re really close to your friends and love nothing more than a big night out.,You got: Girls Aloud.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/7/6d81db4ab371df3a0e7231e84773810f-0.jpg
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,1,The Spice Girls.,"You’re the loudest person at any dinner party and you’re always the centre of attention. Deep down, though, you have a heart of gold and you’re extremely loyal to your friends.",You got: The Spice Girls.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/2/7/a6fdf95910353a429f9ca2fd71dd1b6d-4.jpg
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,2,The Saturdays.,"You were the coolest girl in school and everyone wants to date you. You love a big night out, but you’re equally happy snuggling up to watch a good movie with a bag of popcorn.",You got: The Saturdays.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/2/7/fbe537261241e3da721b091154969531-5.jpg
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,3,Mis-Teeq.,"You’re an absolute trendsetter and you’re endlessly experimental with your style. You’re bright, funny and your talents are endless. You’re always the first person to hit the dance floor.",You got: Mis-Teeq.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/2/7/7b48bf8656eaa9b2fec74bbb5b48af9f-1.jpg
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,4,Sugababes.,"Damn, you’re sassy. You don’t follow trends; you set them. You’re never afraid to speak up for what you believe in, and you’re endlessly compassionate. You’re a great friend to have.",You got: Sugababes.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/2/7/af702365ef0eae81337cf6608967fa06-0.jpg
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,5,Atomic Kitten.,"You might be the sweetest person in the world. You always put others before yourself and enjoy doing good deeds that make others smile. But you know how to have fun too, and you’re a great party guest.",You got: Atomic Kitten.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/2/7/c993b2bf3ebfddcc35aedff8d9de23dd-2.jpg
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,6,All Saints.,"You’re so edgy. Whether it’s experimenting with a new hairstyle, digging out your mum’s old clothes to try out a new style or simply saying it as it is, you’re ever afraid to be a bit different.",You got: All Saints.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/7/6d8a38b7f94391b9d01ce67b7075a67f-0.jpg
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,7,Little Mix.,"You’re just a bundle of fun, aren’t you? You have an absolute knack for making people smile and everyone always feels happy when they’re around you.",You got: Little Mix.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/2/7/0477d64eaf6b772483a9aec46004c75d-0.jpg
Which British Girl Band Should You Be In?,http://www.buzzfeed.com/tabathaleggett/which-british-girl-band-should-you-be-in,8,The 411.,"You so mysterious. You may take a while to get to know, but you’ve made a friend, they’re a friend for life. You’re fun, smart and trustworthy.",You got: The 411.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/2/7/95907a9c4a61c219ecc769d3f240ead3-2.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,0,Anna Paquin,"You are so totally stunned by your achievement and overwhelmed when attention is on you that you almost black out, but you keep it together enough to thank a couple key people in your life who are most deserving. You probably won’t fully appreciate this moment until years later, but thankfully, this was only just the beginning for you. Also, nice beret.",You got: Anna Paquin,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/3/d891c2999edcbcd798a5f07e6952a03c-11.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,1,Cuba Gooding Jr.,"When you get your time in the spotlight, you certainly seize the moment . You know a once-in-a-lifetime opportunity when it happens and you relish it, thanking everyone you know who helped you get to this point. And nothing, not even that orchestral music, is going to get in your way of telling the whole world how much you love them. All of them.",You got: Cuba Gooding Jr.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/2/3/68ca23305876dd649ea59e00d0eb02ce-8.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,2,Halle Berry,"You are a ball of emotion, and really, who could blame you? Let those tears fall because this is your moment. You’re going to find yourself saying, ""Oh my god"" a whole lot before you get any words out, but when you do, you make them count. You realize this honor is bigger than you and you take that responsibility seriously.",You got: Halle Berry,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/3/61f2f95092d40abbc149ac7a947193e6-8.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,3,Sally Field,"You’ve gotten a lot of honors in your day, but that makes you a seasoned pro at winning gracefully. You keep it together and are sure to thank all the important people in your life, but you also recognize the narcissism of the moment. And only you could say something like, "" You like me ,"" and remain charming in the process, you adorable egotist, you.",You got: Sally Field,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/2/3/ba4371b534e65311f11e03006b36d3ec-6.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,4,Adrien Brody,"You know moments like this don’t come around too often so you certainly make the most of it: 
kissing whomever you want , cracking jokes, and making a political statement in under five minutes. You don’t come prepared (out of superstition), and so you speak from the heart, which allows for a very moving speech.",You got: Adrien Brody,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/2/3/34d45304b36308d6db89d5c8974d1203-2.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,5,Roberto Benigni,"You are adorably nerdy and also a bit of a wild thing. You climb on chairs , hop up the stairs, and your metaphors don’t make much sense, but you could not be cuter and your excitement is contagious. Your speech proves that life is indeed a beautiful thing and it’s something you celebrate.",You got: Roberto Benigni,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/2/3/0d5a7d7cce88416fca68b1c09cb0fc4f-1.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,6,Jennifer Lawrence,"So, you’re a little clumsy . But no one can joke about it like you can, and that’s a big part of your charm. You manage to thank your fellow nominees, co-stars, so-called ""team,"" and family at lightning speed all while being adorably stunned and gracious. Kudos!",You got: Jennifer Lawrence,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/2/3/0a6c7545f134fb5d7786df566f7ca8ca-11.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,7,Jamie Foxx,"You really know how to get the crowd going and in such a tough room, which is a feat for sure. You stay true to you but still remain composed, and you are sure to thank the most important people in your life. You also manage to achieve a balance between sentimentality and humor with your words, leaving the crowd teary-eyed but smiling.",You got: Jamie Foxx,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/2/3/171564ce70d09376125966b843cfe6b4-16.jpg
Which Oscar Acceptance Speech Giver Are You?,http://www.buzzfeed.com/jaimieetkin/which-oscar-acceptance-speech-giver-are-you,8,Angelina Jolie,"You really love your family â perhaps a bit too much â but despite some eyebrow-raising behavior, your adoration for your parents and siblings is a beautiful thing (in moderation). Also, it wouldn’t kill you to add a little color into your wardrobe.",You got: Angelina Jolie,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/2/3/bf6b1c1d207daad8e18ef7181c0ca839-15.jpg
"Which ""Hey Arnold!"" Character Are You?",http://www.buzzfeed.com/keelyflaherty/which-hey-arnold-character-are-you,0,Arnold,"Hey, football head. You’re chill, kind, and always willing to lend a hand to a friend in need. People are naturally drawn to you, and feel comfortable coming to you to talk about their problems. Most things in life come easily to you, so you’re not an overly-competitive person. You go with the flow. Also, your room is sick.",You got: Arnold,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/2/15/8213a85d38492859ad45b70295c227e3-1.jpg
"Which ""Hey Arnold!"" Character Are You?",http://www.buzzfeed.com/keelyflaherty/which-hey-arnold-character-are-you,1,Gerald,"You’re the coolest of all cats. You’re an excellent storyteller and thrive in crowds. Because of your charm and magnetism, you’ll always have a large group of friends who are eager to hang out with you. Your family is important to you, and you’re always down for an adventure.",You got: Gerald,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/2/15/e8cd34f94f5fe10c8cdf7ca4752c7c59-2.jpg
"Which ""Hey Arnold!"" Character Are You?",http://www.buzzfeed.com/keelyflaherty/which-hey-arnold-character-are-you,2,Phoebe,"You tiny genius. You’re all about broadening your horizons and being #1, so you’re a competitive person, but you’d never betray a friend. You’re the smartest person in most rooms, but you don’t use that intelligence to show off. You’re a hard worker and fiercely loyal.",You got: Phoebe,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/2/15/14da46f638a4c858e868230eac9ad684-8.jpg
"Which ""Hey Arnold!"" Character Are You?",http://www.buzzfeed.com/keelyflaherty/which-hey-arnold-character-are-you,3,Rhonda,"You are the most fabulous. You’re sassy, confident, and you never have a hair out of place. You’re universally adored, but the small group of people who are close to you know that behind all that well-crafted sass, you’re a sensitive and loyal friends, and protective of those close to you.",You got: Rhonda,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/2/15/65b8a64f292a8bc03d618633b2fd0046-2.jpg
"Which ""Hey Arnold!"" Character Are You?",http://www.buzzfeed.com/keelyflaherty/which-hey-arnold-character-are-you,4,Eugene,"You sweet, adorable jinx. Yes, you fall a lot, and you’re allergic to everything, but you’re an eternal optimist. Your friends love you for your sunny nature, and for your genuine sweetness.",You got: Eugene,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/2/15/c7583609fdd075fbdf9d2132980eb0fa-4.jpg
"Which ""Hey Arnold!"" Character Are You?",http://www.buzzfeed.com/keelyflaherty/which-hey-arnold-character-are-you,5,Mr. Simmons,"You’re as generous with your time as you are with your talent. You get joy in life from helping others, and you value relationships over material goods. When your friends are in trouble, you’re the first person they turn to.",You got: Mr. Simmons,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/2/15/57e4a63186c769f3f1ac6afd2399cba1-0.jpg
"Which ""Hey Arnold!"" Character Are You?",http://www.buzzfeed.com/keelyflaherty/which-hey-arnold-character-are-you,6,Stoop Kid,"Stoop Kid, just give the football back. You need to get off that stoop. Why has no one called Children’s Services?",You got: Stoop Kid,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/2/15/e42cda88df5896885cdcf3fb970fc3c6-0.jpg
"Which ""Hey Arnold!"" Character Are You?",http://www.buzzfeed.com/keelyflaherty/which-hey-arnold-character-are-you,7,Grandpa,"You eccentric charmer. Behind all those earnest quirks and zany jokes, you’re a solid provider who loves your family. You love alone time, but you’re still always there to lend an ear, give strange advice, and make sure your loved ones are cared for.",You got: Grandpa,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/2/15/8fda42ab717095e8fec0b8088e8139ac-0.jpg
