league,year,series,team,games_won,games_played,won_series
nfl,1996,afc_champ,Jacksonville Jaguars,0,1,0
nfl,1997,afc_champ,Pittsburgh Steelers,0,1,0
nfl,1998,afc_champ,New York Jets,0,1,0
nfl,1999,afc_champ,Jacksonville Jaguars,0,1,0
nfl,2000,afc_champ,Oakland Raiders,0,1,0
nfl,2001,afc_champ,Pittsburgh Steelers,0,1,0
nfl,2002,afc_champ,Tennessee Titans,0,1,0
nfl,2003,afc_champ,Indianapolis Colts,0,1,0
nfl,2004,afc_champ,Pittsburgh Steelers,0,1,0
nfl,2005,afc_champ,Denver Broncos,0,1,0
nfl,2006,afc_champ,New England Patriots,0,1,0
nfl,2007,afc_champ,San Diego Chargers,0,1,0
nfl,2008,afc_champ,Baltimore Ravens,0,1,0
nfl,2009,afc_champ,New York Jets,0,1,0
nfl,2010,afc_champ,New York Jets,0,1,0
nfl,2011,afc_champ,Baltimore Ravens,0,1,0
nfl,2012,afc_champ,New England Patriots,0,1,0
nfl,1970,nfc_champ,San Francisco 49ers,0,1,0
nfl,1971,nfc_champ,San Francisco 49ers,0,1,0
nfl,1972,nfc_champ,Dallas Cowboys,0,1,0
nfl,1973,nfc_champ,Dallas Cowboys,0,1,0
nfl,1974,nfc_champ,Los Angeles Rams,0,1,0
nfl,1975,nfc_champ,Los Angeles Rams,0,1,0
nfl,1976,nfc_champ,Los Angeles Rams,0,1,0
nfl,1977,nfc_champ,Minnesota Vikings,0,1,0
nfl,1978,nfc_champ,Los Angeles Rams,0,1,0
nfl,1979,nfc_champ,Tampa Bay Buccaneers,0,1,0
nfl,1980,nfc_champ,Dallas Cowboys,0,1,0
nfl,1981,nfc_champ,Dallas Cowboys,0,1,0
nfl,1982,nfc_champ,Dallas Cowboys,0,1,0
nfl,1983,nfc_champ,San Francisco 49ers,0,1,0
nfl,1984,nfc_champ,Chicago Bears,0,1,0
nfl,1985,nfc_champ,Los Angeles Rams,0,1,0
nfl,1986,nfc_champ,Washington Redskins,0,1,0
nfl,1987,nfc_champ,Minnesota Vikings,0,1,0
nfl,1988,nfc_champ,Chicago Bears,0,1,0
nfl,1989,nfc_champ,Los Angeles Rams,0,1,0
nfl,1990,nfc_champ,San Francisco 49ers,0,1,0
nfl,1991,nfc_champ,Detroit Lions,0,1,0
nfl,1992,nfc_champ,San Francisco 49ers,0,1,0
nfl,1993,nfc_champ,San Francisco 49ers,0,1,0
nfl,1994,nfc_champ,Dallas Cowboys,0,1,0
nfl,1995,nfc_champ,Green Bay Packers,0,1,0
nfl,1996,nfc_champ,Carolina Panthers,0,1,0
nfl,1997,nfc_champ,San Francisco 49ers,0,1,0
nfl,1998,nfc_champ,Minnesota Vikings,0,1,0
nfl,1999,nfc_champ,Tampa Bay Buccaneers,0,1,0
nfl,2000,nfc_champ,Minnesota Vikings,0,1,0
nfl,2001,nfc_champ,Philadelphia Eagles,0,1,0
nfl,2002,nfc_champ,Philadelphia Eagles,0,1,0
nfl,2003,nfc_champ,Philadelphia Eagles,0,1,0
nfl,2004,nfc_champ,Atlanta Falcons,0,1,0
nfl,2005,nfc_champ,Carolina Panthers,0,1,0
nfl,2006,nfc_champ,New Orleans Saints,0,1,0
nfl,2007,nfc_champ,Green Bay Packers,0,1,0
nfl,2008,nfc_champ,Philadelphia Eagles,0,1,0
nfl,2009,nfc_champ,Minnesota Vikings,0,1,0
nfl,2010,nfc_champ,Chicago Bears,0,1,0
nfl,2011,nfc_champ,San Francisco 49ers,0,1,0
nfl,2012,nfc_champ,Atlanta Falcons,0,1,0
nfl,1970,afc_div,Cincinnati Bengals,0,1,0
nfl,1970,afc_div,Miami Dolphins,0,1,0
nfl,1971,afc_div,Kansas City Chiefs,0,1,0
nfl,1971,afc_div,Cleveland Browns,0,1,0
nfl,1972,afc_div,Oakland Raiders,0,1,0
nfl,1972,afc_div,Cleveland Browns,0,1,0
nfl,1973,afc_div,Pittsburgh Steelers,0,1,0
nfl,1973,afc_div,Cincinnati Bengals,0,1,0
nfl,1974,afc_div,Miami Dolphins,0,1,0
nfl,1974,afc_div,Buffalo Bills,0,1,0
nfl,1975,afc_div,Baltimore Colts,0,1,0
nfl,1975,afc_div,Cincinnati Bengals,0,1,0
nfl,1976,afc_div,New England Patriots,0,1,0
nfl,1976,afc_div,Baltimore Colts,0,1,0
nfl,1977,afc_div,Pittsburgh Steelers,0,1,0
nfl,1977,afc_div,Baltimore Colts,0,1,0
nfl,1978,afc_div,Denver Broncos,0,1,0
nfl,1978,afc_div,New England Patriots,0,1,0
nfl,1979,afc_div,San Diego Chargers,0,1,0
nfl,1979,afc_div,Miami Dolphins,0,1,0
nfl,1980,afc_div,Buffalo Bills,0,1,0
nfl,1980,afc_div,Cleveland Browns,0,1,0
nfl,1981,afc_div,Miami Dolphins,0,1,0
nfl,1981,afc_div,Buffalo Bills,0,1,0
nfl,1982,afc_div,Los Angeles Raiders,0,1,0
nfl,1982,afc_div,San Diego Chargers,0,1,0
nfl,1983,afc_div,Miami Dolphins,0,1,0
nfl,1983,afc_div,Pittsburgh Steelers,0,1,0
nfl,1984,afc_div,Seattle Seahawks,0,1,0
nfl,1984,afc_div,Denver Broncos,0,1,0
nfl,1985,afc_div,Cleveland Browns,0,1,0
nfl,1985,afc_div,Los Angeles Raiders,0,1,0
nfl,1986,afc_div,New York Jets,0,1,0
nfl,1986,afc_div,New England Patriots,0,1,0
nfl,1987,afc_div,Indianapolis Colts,0,1,0
nfl,1987,afc_div,Houston Oilers,0,1,0
nfl,1988,afc_div,Seattle Seahawks,0,1,0
nfl,1988,afc_div,Houston Oilers,0,1,0
nfl,1989,afc_div,Buffalo Bills,0,1,0
nfl,1989,afc_div,Pittsburgh Steelers,0,1,0
nfl,1990,afc_div,Miami Dolphins,0,1,0
nfl,1990,afc_div,Cincinnati Bengals,0,1,0
nfl,1991,afc_div,Houston Oilers,0,1,0
nfl,1991,afc_div,Kansas City Chiefs,0,1,0
nfl,1992,afc_div,Pittsburgh Steelers,0,1,0
nfl,1992,afc_div,San Diego Chargers,0,1,0
nfl,1993,afc_div,Los Angeles Raiders,0,1,0
nfl,1993,afc_div,Houston Oilers,0,1,0
nfl,1994,afc_div,Cleveland Browns,0,1,0
nfl,1994,afc_div,Miami Dolphins,0,1,0
nfl,1995,afc_div,Buffalo Bills,0,1,0
nfl,1995,afc_div,Kansas City Chiefs,0,1,0
nfl,1996,afc_div,Denver Broncos,0,1,0
nfl,1996,afc_div,Pittsburgh Steelers,0,1,0
nfl,1997,afc_div,New England Patriots,0,1,0
nfl,1997,afc_div,Kansas City Chiefs,0,1,0
nfl,1998,afc_div,Miami Dolphins,0,1,0
nfl,1998,afc_div,Jacksonville Jaguars,0,1,0
nfl,1999,afc_div,Miami Dolphins,0,1,0
nfl,1999,afc_div,Indianapolis Colts,0,1,0
nfl,2000,afc_div,Miami Dolphins,0,1,0
nfl,2000,afc_div,Tennessee Titans,0,1,0
nfl,2001,afc_div,Oakland Raiders,0,1,0
nfl,2001,afc_div,Baltimore Ravens,0,1,0
nfl,2002,afc_div,Pittsburgh Steelers,0,1,0
nfl,2002,afc_div,New York Jets,0,1,0
nfl,2003,afc_div,Tennessee Titans,0,1,0
nfl,2003,afc_div,Kansas City Chiefs,0,1,0
nfl,2004,afc_div,New York Jets,0,1,0
nfl,2004,afc_div,Indianapolis Colts,0,1,0
nfl,2005,afc_div,New England Patriots,0,1,0
nfl,2005,afc_div,Indianapolis Colts,0,1,0
nfl,2006,afc_div,Baltimore Ravens,0,1,0
nfl,2006,afc_div,San Diego Chargers,0,1,0
nfl,2007,afc_div,Jacksonville Jaguars,0,1,0
nfl,2007,afc_div,Indianapolis Colts,0,1,0
nfl,2008,afc_div,Tennessee Titans,0,1,0
nfl,2008,afc_div,San Diego Chargers,0,1,0
nfl,2009,afc_div,Baltimore Ravens,0,1,0
nfl,2009,afc_div,San Diego Chargers,0,1,0
nfl,2010,afc_div,Baltimore Ravens,0,1,0
nfl,2010,afc_div,New England Patriots,0,1,0
nfl,2011,afc_div,Houston Texans,0,1,0
nfl,2011,afc_div,Denver Broncos,0,1,0
nfl,2012,afc_div,Denver Broncos,0,1,0
nfl,2012,afc_div,Houston Texans,0,1,0
nfl,1970,nfc_div,Detroit Lions,0,1,0
nfl,1970,nfc_div,Minnesota Vikings,0,1,0
nfl,1971,nfc_div,Minnesota Vikings,0,1,0
nfl,1971,nfc_div,Washington Redskins,0,1,0
nfl,1972,nfc_div,San Francisco 49ers,0,1,0
nfl,1972,nfc_div,Green Bay Packers,0,1,0
nfl,1973,nfc_div,Washington Redskins,0,1,0
nfl,1973,nfc_div,Los Angeles Rams,0,1,0
nfl,1974,nfc_div,St. Louis Cardinals,0,1,0
nfl,1974,nfc_div,Washington Redskins,0,1,0
nfl,1975,nfc_div,St. Louis Cardinals,0,1,0
nfl,1975,nfc_div,Minnesota Vikings,0,1,0
nfl,1976,nfc_div,Washington Redskins,0,1,0
nfl,1976,nfc_div,Dallas Cowboys,0,1,0
nfl,1977,nfc_div,Chicago Bears,0,1,0
nfl,1977,nfc_div,Los Angeles Rams,0,1,0
nfl,1978,nfc_div,Atlanta Falcons,0,1,0
nfl,1978,nfc_div,Minnesota Vikings,0,1,0
nfl,1979,nfc_div,Philadelphia Eagles,0,1,0
nfl,1979,nfc_div,Dallas Cowboys,0,1,0
nfl,1980,nfc_div,Minnesota Vikings,0,1,0
nfl,1980,nfc_div,Atlanta Falcons,0,1,0
nfl,1981,nfc_div,Tampa Bay Buccaneers,0,1,0
nfl,1981,nfc_div,New York Giants,0,1,0
nfl,1982,nfc_div,Minnesota Vikings,0,1,0
nfl,1982,nfc_div,Green Bay Packers,0,1,0
nfl,1983,nfc_div,Detroit Lions,0,1,0
nfl,1983,nfc_div,Los Angeles Rams,0,1,0
nfl,1984,nfc_div,New York Giants,0,1,0
nfl,1984,nfc_div,Washington Redskins,0,1,0
nfl,1985,nfc_div,Dallas Cowboys,0,1,0
nfl,1985,nfc_div,New York Giants,0,1,0
nfl,1986,nfc_div,Chicago Bears,0,1,0
nfl,1986,nfc_div,San Francisco 49ers,0,1,0
nfl,1987,nfc_div,San Francisco 49ers,0,1,0
nfl,1987,nfc_div,Chicago Bears,0,1,0
nfl,1988,nfc_div,Philadelphia Eagles,0,1,0
nfl,1988,nfc_div,Minnesota Vikings,0,1,0
nfl,1989,nfc_div,New York Giants,0,1,0
nfl,1989,nfc_div,Minnesota Vikings,0,1,0
nfl,1990,nfc_div,Washington Redskins,0,1,0
nfl,1990,nfc_div,Chicago Bears,0,1,0
nfl,1991,nfc_div,Atlanta Falcons,0,1,0
nfl,1991,nfc_div,Dallas Cowboys,0,1,0
nfl,1992,nfc_div,Washington Redskins,0,1,0
nfl,1992,nfc_div,Philadelphia Eagles,0,1,0
nfl,1993,nfc_div,New York Giants,0,1,0
nfl,1993,nfc_div,Green Bay Packers,0,1,0
nfl,1994,nfc_div,Chicago Bears,0,1,0
nfl,1994,nfc_div,Green Bay Packers,0,1,0
nfl,1995,nfc_div,San Francisco 49ers,0,1,0
nfl,1995,nfc_div,Philadelphia Eagles,0,1,0
nfl,1996,nfc_div,San Francisco 49ers,0,1,0
nfl,1996,nfc_div,Dallas Cowboys,0,1,0
nfl,1997,nfc_div,Minnesota Vikings,0,1,0
nfl,1997,nfc_div,Tampa Bay Buccaneers,0,1,0
nfl,1998,nfc_div,San Francisco 49ers,0,1,0
nfl,1998,nfc_div,Arizona Cardinals,0,1,0
nfl,1999,nfc_div,Washington Redskins,0,1,0
nfl,1999,nfc_div,Minnesota Vikings,0,1,0
nfl,2000,nfc_div,New Orleans Saints,0,1,0
nfl,2000,nfc_div,Philadelphia Eagles,0,1,0
nfl,2001,nfc_div,Chicago Bears,0,1,0
nfl,2001,nfc_div,Green Bay Packers,0,1,0
nfl,2002,nfc_div,San Francisco 49ers,0,1,0
nfl,2002,nfc_div,Atlanta Falcons,0,1,0
nfl,2003,nfc_div,St. Louis Rams,0,1,0
nfl,2003,nfc_div,Green Bay Packers,0,1,0
nfl,2004,nfc_div,St. Louis Rams,0,1,0
nfl,2004,nfc_div,Minnesota Vikings,0,1,0
nfl,2005,nfc_div,Washington Redskins,0,1,0
nfl,2005,nfc_div,Chicago Bears,0,1,0
nfl,2006,nfc_div,Philadelphia Eagles,0,1,0
nfl,2006,nfc_div,Seattle Seahawks,0,1,0
nfl,2007,nfc_div,Dallas Cowboys,0,1,0
nfl,2007,nfc_div,Seattle Seahawks,0,1,0
nfl,2008,nfc_div,Carolina Panthers,0,1,0
nfl,2008,nfc_div,New York Giants,0,1,0
nfl,2009,nfc_div,Arizona Cardinals,0,1,0
nfl,2009,nfc_div,Dallas Cowboys,0,1,0
nfl,2010,nfc_div,Atlanta Falcons,0,1,0
nfl,2010,nfc_div,Seattle Seahawks,0,1,0
nfl,2011,nfc_div,New Orleans Saints,0,1,0
nfl,2011,nfc_div,Green Bay Packers,0,1,0
nfl,2012,nfc_div,Green Bay Packers,0,1,0
nfl,2012,nfc_div,Seattle Seahawks,0,1,0
nfl,1978,afc_wc,Miami Dolphins,0,1,0
nfl,1979,afc_wc,Denver Broncos,0,1,0
nfl,1980,afc_wc,Houston Oilers,0,1,0
nfl,1981,afc_wc,New York Jets,0,1,0
nfl,1982,afc_wc,New England Patriots,0,1,0
nfl,1982,afc_wc,Cleveland Browns,0,1,0
nfl,1982,afc_wc,Cincinnati Bengals,0,1,0
nfl,1982,afc_wc,Pittsburgh Steelers,0,1,0
nfl,1983,afc_wc,Denver Broncos,0,1,0
nfl,1984,afc_wc,Los Angeles Raiders,0,1,0
nfl,1985,afc_wc,New York Jets,0,1,0
nfl,1986,afc_wc,Kansas City Chiefs,0,1,0
nfl,1987,afc_wc,Seattle Seahawks,0,1,0
nfl,1988,afc_wc,Cleveland Browns,0,1,0
nfl,1989,afc_wc,Houston Oilers,0,1,0
nfl,1990,afc_wc,Kansas City Chiefs,0,1,0
nfl,1990,afc_wc,Houston Oilers,0,1,0
nfl,1991,afc_wc,Los Angeles Raiders,0,1,0
nfl,1991,afc_wc,New York Jets,0,1,0
nfl,1992,afc_wc,Kansas City Chiefs,0,1,0
nfl,1992,afc_wc,Houston Oilers,0,1,0
nfl,1993,afc_wc,Pittsburgh Steelers,0,1,0
nfl,1993,afc_wc,Denver Broncos,0,1,0
nfl,1994,afc_wc,Kansas City Chiefs,0,1,0
nfl,1994,afc_wc,New England Patriots,0,1,0
nfl,1995,afc_wc,Miami Dolphins,0,1,0
nfl,1995,afc_wc,San Diego Chargers,0,1,0
nfl,1996,afc_wc,Buffalo Bills,0,1,0
nfl,1996,afc_wc,Indianapolis Colts,0,1,0
nfl,1997,afc_wc,Miami Dolphins,0,1,0
nfl,1997,afc_wc,Jacksonville Jaguars,0,1,0
nfl,1998,afc_wc,Buffalo Bills,0,1,0
nfl,1998,afc_wc,New England Patriots,0,1,0
nfl,1999,afc_wc,Buffalo Bills,0,1,0
nfl,1999,afc_wc,Seattle Seahawks,0,1,0
nfl,2000,afc_wc,Indianapolis Colts,0,1,0
nfl,2000,afc_wc,Denver Broncos,0,1,0
nfl,2001,afc_wc,New York Jets,0,1,0
nfl,2001,afc_wc,Miami Dolphins,0,1,0
nfl,2002,afc_wc,Indianapolis Colts,0,1,0
nfl,2002,afc_wc,Cleveland Browns,0,1,0
nfl,2003,afc_wc,Baltimore Ravens,0,1,0
nfl,2003,afc_wc,Denver Broncos,0,1,0
nfl,2004,afc_wc,San Diego Chargers,0,1,0
nfl,2004,afc_wc,Denver Broncos,0,1,0
nfl,2005,afc_wc,Jacksonville Jaguars,0,1,0
nfl,2005,afc_wc,Cincinnati Bengals,0,1,0
nfl,2006,afc_wc,Kansas City Chiefs,0,1,0
nfl,2006,afc_wc,New York Jets,0,1,0
nfl,2007,afc_wc,Tennessee Titans,0,1,0
nfl,2007,afc_wc,Pittsburgh Steelers,0,1,0
nfl,2008,afc_wc,Indianapolis Colts,0,1,0
nfl,2008,afc_wc,Miami Dolphins,0,1,0
nfl,2009,afc_wc,Cincinnati Bengals,0,1,0
nfl,2009,afc_wc,New England Patriots,0,1,0
nfl,2010,afc_wc,Indianapolis Colts,0,1,0
nfl,2010,afc_wc,Kansas City Chiefs,0,1,0
nfl,2011,afc_wc,Cincinnati Bengals,0,1,0
nfl,2011,afc_wc,Pittsburgh Steelers,0,1,0
nfl,2012,afc_wc,Cincinnati Bengals,0,1,0
nfl,2012,afc_wc,Indianapolis Colts,0,1,0
nfl,1978,nfc_wc,Philadelphia Eagles,0,1,0
nfl,1979,nfc_wc,Chicago Bears,0,1,0
nfl,1980,nfc_wc,Los Angeles Rams,0,1,0
nfl,1981,nfc_wc,Philadelphia Eagles,0,1,0
nfl,1982,nfc_wc,Detroit Lions,0,1,0
nfl,1982,nfc_wc,St. Louis Cardinals,0,1,0
nfl,1982,nfc_wc,Atlanta Falcons,0,1,0
nfl,1982,nfc_wc,Tampa Bay Buccaneers,0,1,0
nfl,1983,nfc_wc,Dallas Cowboys,0,1,0
nfl,1984,nfc_wc,Los Angeles Rams,0,1,0
nfl,1985,nfc_wc,San Francisco 49ers,0,1,0
nfl,1986,nfc_wc,Los Angeles Rams,0,1,0
nfl,1987,nfc_wc,New Orleans Saints,0,1,0
nfl,1988,nfc_wc,Los Angeles Rams,0,1,0
nfl,1989,nfc_wc,Philadelphia Eagles,0,1,0
nfl,1990,nfc_wc,Philadelphia Eagles,0,1,0
nfl,1990,nfc_wc,New Orleans Saints,0,1,0
nfl,1991,nfc_wc,New Orleans Saints,0,1,0
nfl,1991,nfc_wc,Chicago Bears,0,1,0
nfl,1992,nfc_wc,Minnesota Vikings,0,1,0
nfl,1992,nfc_wc,New Orleans Saints,0,1,0
nfl,1993,nfc_wc,Detroit Lions,0,1,0
nfl,1993,nfc_wc,Minnesota Vikings,0,1,0
nfl,1994,nfc_wc,Detroit Lions,0,1,0
nfl,1994,nfc_wc,Minnesota Vikings,0,1,0
nfl,1995,nfc_wc,Atlanta Falcons,0,1,0
nfl,1995,nfc_wc,Detroit Lions,0,1,0
nfl,1996,nfc_wc,Minnesota Vikings,0,1,0
nfl,1996,nfc_wc,Philadelphia Eagles,0,1,0
nfl,1997,nfc_wc,New York Giants,0,1,0
nfl,1997,nfc_wc,Detroit Lions,0,1,0
nfl,1998,nfc_wc,Dallas Cowboys,0,1,0
nfl,1998,nfc_wc,Green Bay Packers,0,1,0
nfl,1999,nfc_wc,Detroit Lions,0,1,0
nfl,1999,nfc_wc,Dallas Cowboys,0,1,0
nfl,2000,nfc_wc,St. Louis Rams,0,1,0
nfl,2000,nfc_wc,Tampa Bay Buccaneers,0,1,0
nfl,2001,nfc_wc,Tampa Bay Buccaneers,0,1,0
nfl,2001,nfc_wc,San Francisco 49ers,0,1,0
nfl,2002,nfc_wc,Green Bay Packers,0,1,0
nfl,2002,nfc_wc,New York Giants,0,1,0
nfl,2003,nfc_wc,Dallas Cowboys,0,1,0
nfl,2003,nfc_wc,Seattle Seahawks,0,1,0
nfl,2004,nfc_wc,Seattle Seahawks,0,1,0
nfl,2004,nfc_wc,Green Bay Packers,0,1,0
nfl,2005,nfc_wc,Tampa Bay Buccaneers,0,1,0
nfl,2005,nfc_wc,New York Giants,0,1,0
nfl,2006,nfc_wc,Dallas Cowboys,0,1,0
nfl,2006,nfc_wc,New York Giants,0,1,0
nfl,2007,nfc_wc,Washington Redskins,0,1,0
nfl,2007,nfc_wc,Tampa Bay Buccaneers,0,1,0
nfl,2008,nfc_wc,Atlanta Falcons,0,1,0
nfl,2008,nfc_wc,Minnesota Vikings,0,1,0
nfl,2009,nfc_wc,Philadelphia Eagles,0,1,0
nfl,2009,nfc_wc,Green Bay Packers,0,1,0
nfl,2010,nfc_wc,New Orleans Saints,0,1,0
nfl,2010,nfc_wc,Philadelphia Eagles,0,1,0
nfl,2011,nfc_wc,Detroit Lions,0,1,0
nfl,2011,nfc_wc,Atlanta Falcons,0,1,0
nfl,2012,nfc_wc,Minnesota Vikings,0,1,0
nfl,2012,nfc_wc,Washington Redskins,0,1,0
nba,2013,finals,Miami Heat,4,7,1
nba,2013,eastern_finals,Miami Heat,4,7,1
nba,2013,eastern_first_round,Chicago Bulls,4,7,1
nba,2013,finals,San Antonio Spurs,3,7,0
nba,2013,eastern_finals,Indiana Pacers,3,7,0
nba,2013,eastern_first_round,Brooklyn Nets,3,7,0
nba,2013,eastern_semis,Indiana Pacers,4,6,1
nba,2013,western_semis,San Antonio Spurs,4,6,1
nba,2013,eastern_first_round,Indiana Pacers,4,6,1
nba,2013,eastern_first_round,New York Knicks,4,6,1
nba,2013,western_first_round,Golden State Warriors,4,6,1
nba,2013,western_first_round,Memphis Grizzlies,4,6,1
nba,2013,western_first_round,Oklahoma City Thunder,4,6,1
nba,2013,eastern_semis,New York Knicks,2,6,0
nba,2013,western_semis,Golden State Warriors,2,6,0
nba,2013,eastern_first_round,Atlanta Hawks,2,6,0
nba,2013,eastern_first_round,Boston Celtics,2,6,0
nba,2013,western_first_round,Denver Nuggets,2,6,0
nba,2013,western_first_round,Los Angeles Clippers,2,6,0
nba,2013,western_first_round,Houston Rockets,2,6,0
nba,2013,eastern_semis,Miami Heat,4,5,1
nba,2013,western_semis,Memphis Grizzlies,4,5,1
nba,2013,eastern_semis,Chicago Bulls,1,5,0
nba,2013,western_semis,Oklahoma City Thunder,1,5,0
nba,2013,western_finals,San Antonio Spurs,4,4,1
nba,2013,eastern_first_round,Miami Heat,4,4,1
nba,2013,western_first_round,San Antonio Spurs,4,4,1
nba,2013,western_finals,Memphis Grizzlies,0,4,0
nba,2013,eastern_first_round,Milwaukee Bucks,0,4,0
nba,2013,western_first_round,Los Angeles Lakers,0,4,0
nba,2012,eastern_finals,Miami Heat,4,7,1
nba,2012,eastern_semis,Boston Celtics,4,7,1
nba,2012,western_first_round,Los Angeles Clippers,4,7,1
nba,2012,western_first_round,Los Angeles Lakers,4,7,1
nba,2012,eastern_finals,Boston Celtics,3,7,0
nba,2012,eastern_semis,Philadelphia 76ers,3,7,0
nba,2012,western_first_round,Memphis Grizzlies,3,7,0
nba,2012,western_first_round,Denver Nuggets,3,7,0
nba,2012,western_finals,Oklahoma City Thunder,4,6,1
nba,2012,eastern_semis,Miami Heat,4,6,1
nba,2012,eastern_first_round,Boston Celtics,4,6,1
nba,2012,eastern_first_round,Philadelphia 76ers,4,6,1
nba,2012,western_finals,San Antonio Spurs,2,6,0
nba,2012,eastern_semis,Indiana Pacers,2,6,0
nba,2012,eastern_first_round,Atlanta Hawks,2,6,0
nba,2012,eastern_first_round,Chicago Bulls,2,6,0
nba,2012,finals,Miami Heat,4,5,1
nba,2012,western_semis,Oklahoma City Thunder,4,5,1
nba,2012,eastern_first_round,Indiana Pacers,4,5,1
nba,2012,eastern_first_round,Miami Heat,4,5,1
nba,2012,finals,Oklahoma City Thunder,1,5,0
nba,2012,western_semis,Los Angeles Lakers,1,5,0
nba,2012,eastern_first_round,Orlando Magic,1,5,0
nba,2012,eastern_first_round,New York Knicks,1,5,0
nba,2012,western_semis,San Antonio Spurs,4,4,1
nba,2012,western_first_round,Oklahoma City Thunder,4,4,1
nba,2012,western_first_round,San Antonio Spurs,4,4,1
nba,2012,western_semis,Los Angeles Clippers,0,4,0
nba,2012,western_first_round,Dallas Mavericks,0,4,0
nba,2012,western_first_round,Utah Jazz,0,4,0
nba,2011,western_semis,Oklahoma City Thunder,4,7,1
nba,2011,western_semis,Memphis Grizzlies,3,7,0
nba,2011,finals,Dallas Mavericks,4,6,1
nba,2011,eastern_semis,Chicago Bulls,4,6,1
nba,2011,eastern_first_round,Atlanta Hawks,4,6,1
nba,2011,western_first_round,Dallas Mavericks,4,6,1
nba,2011,western_first_round,Los Angeles Lakers,4,6,1
nba,2011,western_first_round,Memphis Grizzlies,4,6,1
nba,2011,finals,Miami Heat,2,6,0
nba,2011,eastern_semis,Atlanta Hawks,2,6,0
nba,2011,eastern_first_round,Orlando Magic,2,6,0
nba,2011,western_first_round,Portland Trail Blazers,2,6,0
nba,2011,western_first_round,New Orleans Hornets,2,6,0
nba,2011,western_first_round,San Antonio Spurs,2,6,0
nba,2011,eastern_finals,Miami Heat,4,5,1
nba,2011,western_finals,Dallas Mavericks,4,5,1
nba,2011,eastern_semis,Miami Heat,4,5,1
nba,2011,eastern_first_round,Chicago Bulls,4,5,1
nba,2011,eastern_first_round,Miami Heat,4,5,1
nba,2011,western_first_round,Oklahoma City Thunder,4,5,1
nba,2011,eastern_finals,Chicago Bulls,1,5,0
nba,2011,western_finals,Oklahoma City Thunder,1,5,0
nba,2011,eastern_semis,Boston Celtics,1,5,0
nba,2011,eastern_first_round,Indiana Pacers,1,5,0
nba,2011,eastern_first_round,Philadelphia 76ers,1,5,0
nba,2011,western_first_round,Denver Nuggets,1,5,0
nba,2011,western_semis,Dallas Mavericks,4,4,1
nba,2011,eastern_first_round,Boston Celtics,4,4,1
nba,2011,western_semis,Los Angeles Lakers,0,4,0
nba,2011,eastern_first_round,New York Knicks,0,4,0
nba,2010,finals,Los Angeles Lakers,4,7,1
nba,2010,eastern_first_round,Atlanta Hawks,4,7,1
nba,2010,finals,Boston Celtics,3,7,0
nba,2010,eastern_first_round,Milwaukee Bucks,3,7,0
nba,2010,eastern_finals,Boston Celtics,4,6,1
nba,2010,western_finals,Los Angeles Lakers,4,6,1
nba,2010,eastern_semis,Boston Celtics,4,6,1
nba,2010,western_first_round,Los Angeles Lakers,4,6,1
nba,2010,western_first_round,Phoenix Suns,4,6,1
nba,2010,western_first_round,San Antonio Spurs,4,6,1
nba,2010,western_first_round,Utah Jazz,4,6,1
nba,2010,eastern_finals,Orlando Magic,2,6,0
nba,2010,western_finals,Phoenix Suns,2,6,0
nba,2010,eastern_semis,Cleveland Cavaliers,2,6,0
nba,2010,western_first_round,Oklahoma City Thunder,2,6,0
nba,2010,western_first_round,Portland Trail Blazers,2,6,0
nba,2010,western_first_round,Dallas Mavericks,2,6,0
nba,2010,western_first_round,Denver Nuggets,2,6,0
nba,2010,eastern_first_round,Boston Celtics,4,5,1
nba,2010,eastern_first_round,Cleveland Cavaliers,4,5,1
nba,2010,eastern_first_round,Miami Heat,1,5,0
nba,2010,eastern_first_round,Chicago Bulls,1,5,0
nba,2010,eastern_semis,Orlando Magic,4,4,1
nba,2010,western_semis,Los Angeles Lakers,4,4,1
nba,2010,western_semis,Phoenix Suns,4,4,1
nba,2010,eastern_first_round,Orlando Magic,4,4,1
nba,2010,eastern_semis,Atlanta Hawks,0,4,0
nba,2010,western_semis,Utah Jazz,0,4,0
nba,2010,western_semis,San Antonio Spurs,0,4,0
nba,2010,eastern_first_round,Charlotte Bobcats,0,4,0
nba,2009,eastern_semis,Orlando Magic,4,7,1
nba,2009,western_semis,Los Angeles Lakers,4,7,1
nba,2009,eastern_first_round,Atlanta Hawks,4,7,1
nba,2009,eastern_first_round,Boston Celtics,4,7,1
nba,2009,eastern_semis,Boston Celtics,3,7,0
nba,2009,western_semis,Houston Rockets,3,7,0
nba,2009,eastern_first_round,Miami Heat,3,7,0
nba,2009,eastern_first_round,Chicago Bulls,3,7,0
nba,2009,eastern_finals,Orlando Magic,4,6,1
nba,2009,western_finals,Los Angeles Lakers,4,6,1
nba,2009,eastern_first_round,Orlando Magic,4,6,1
nba,2009,western_first_round,Houston Rockets,4,6,1
nba,2009,eastern_finals,Cleveland Cavaliers,2,6,0
nba,2009,western_finals,Denver Nuggets,2,6,0
nba,2009,eastern_first_round,Philadelphia 76ers,2,6,0
nba,2009,western_first_round,Portland Trail Blazers,2,6,0
nba,2009,finals,Los Angeles Lakers,4,5,1
nba,2009,western_semis,Denver Nuggets,4,5,1
nba,2009,western_first_round,Dallas Mavericks,4,5,1
