school,year,conference
Southern Methodist,1972,swc
Southern Methodist,1973,swc
Southern Methodist,1974,swc
Southern Methodist,1975,swc
Southern Methodist,1976,swc
Southern Methodist,1977,swc
Southern Methodist,1978,swc
Southern Methodist,1979,swc
Southern Methodist,1980,swc
Southern Methodist,1981,swc
Southern Methodist,1982,swc
Southern Methodist,1983,swc
Southern Methodist,1984,swc
Southern Methodist,1985,swc
Southern Methodist,1986,swc
Southern Methodist,1987,none
Southern Methodist,1988,none
Southern Methodist,1989,swc
Southern Methodist,1990,swc
Southern Methodist,1991,swc
Southern Methodist,1992,swc
Southern Methodist,1993,swc
Southern Methodist,1994,swc
Southern Methodist,1995,swc
Southern Methodist,1996,wac
Southern Methodist,1997,wac
Southern Methodist,1998,wac
Southern Methodist,1999,wac
Southern Methodist,2000,wac
Southern Methodist,2001,wac
Southern Methodist,2002,wac
Southern Methodist,2003,wac
Southern Methodist,2004,wac
Southern Methodist,2005,cusa
Southern Methodist,2006,cusa
Southern Methodist,2007,cusa
Southern Methodist,2008,cusa
Southern Methodist,2009,cusa
Southern Methodist,2010,cusa
Southern Methodist,2011,cusa
Southern Methodist,2012,cusa
Southern Methodist,2013,american
Southern Methodist,2014,american
Southern Methodist,2015,american
Southern Mississippi,1965,independent
Southern Mississippi,1966,independent
Southern Mississippi,1967,independent
Southern Mississippi,1968,independent
Southern Mississippi,1969,independent
Southern Mississippi,1970,independent
Southern Mississippi,1971,independent
Southern Mississippi,1972,independent
Southern Mississippi,1973,independent
Southern Mississippi,1974,independent
Southern Mississippi,1975,independent
Southern Mississippi,1976,independent
Southern Mississippi,1977,independent
Southern Mississippi,1978,independent
Southern Mississippi,1979,independent
Southern Mississippi,1980,independent
Southern Mississippi,1981,independent
Southern Mississippi,1982,independent
Southern Mississippi,1983,independent
Southern Mississippi,1984,independent
Southern Mississippi,1985,independent
Southern Mississippi,1986,independent
Southern Mississippi,1987,independent
Southern Mississippi,1988,independent
Southern Mississippi,1989,independent
Southern Mississippi,1990,independent
Southern Mississippi,1991,independent
Southern Mississippi,1992,independent
Southern Mississippi,1993,independent
Southern Mississippi,1994,independent
Southern Mississippi,1995,independent
Southern Mississippi,1996,cusa
Southern Mississippi,1997,cusa
Southern Mississippi,1998,cusa
Southern Mississippi,1999,cusa
Southern Mississippi,2000,cusa
Southern Mississippi,2001,cusa
Southern Mississippi,2002,cusa
Southern Mississippi,2003,cusa
Southern Mississippi,2004,cusa
Southern Mississippi,2005,cusa
Southern Mississippi,2006,cusa
Southern Mississippi,2007,cusa
Southern Mississippi,2008,cusa
Southern Mississippi,2009,cusa
Southern Mississippi,2010,cusa
Southern Mississippi,2011,cusa
Southern Mississippi,2012,cusa
Southern Mississippi,2013,cusa
Southern Mississippi,2014,cusa
Southern Mississippi,2015,cusa
Stanford,1965,pac-12
Stanford,1966,pac-12
Stanford,1967,pac-12
Stanford,1968,pac-12
Stanford,1969,pac-12
Stanford,1970,pac-12
Stanford,1971,pac-12
Stanford,1972,pac-12
Stanford,1973,pac-12
Stanford,1974,pac-12
Stanford,1975,pac-12
Stanford,1976,pac-12
Stanford,1977,pac-12
Stanford,1978,pac-12
Stanford,1979,pac-12
Stanford,1980,pac-12
Stanford,1981,pac-12
Stanford,1982,pac-12
Stanford,1983,pac-12
Stanford,1984,pac-12
Stanford,1985,pac-12
Stanford,1986,pac-12
Stanford,1987,pac-12
Stanford,1988,pac-12
Stanford,1989,pac-12
Stanford,1990,pac-12
Stanford,1991,pac-12
Stanford,1992,pac-12
Stanford,1993,pac-12
Stanford,1994,pac-12
Stanford,1995,pac-12
Stanford,1996,pac-12
Stanford,1997,pac-12
Stanford,1998,pac-12
Stanford,1999,pac-12
Stanford,2000,pac-12
Stanford,2001,pac-12
Stanford,2002,pac-12
Stanford,2003,pac-12
Stanford,2004,pac-12
Stanford,2005,pac-12
Stanford,2006,pac-12
Stanford,2007,pac-12
Stanford,2008,pac-12
Stanford,2009,pac-12
Stanford,2010,pac-12
Stanford,2011,pac-12
Stanford,2012,pac-12
Stanford,2013,pac-12
Stanford,2014,pac-12
Stanford,2015,pac-12
Syracuse,1965,independent
Syracuse,1966,independent
Syracuse,1967,independent
Syracuse,1968,independent
Syracuse,1969,independent
Syracuse,1970,independent
Syracuse,1971,independent
Syracuse,1972,independent
Syracuse,1973,independent
Syracuse,1974,independent
Syracuse,1975,independent
Syracuse,1976,independent
Syracuse,1977,independent
Syracuse,1978,independent
Syracuse,1979,independent
Syracuse,1980,independent
Syracuse,1981,independent
Syracuse,1982,independent
Syracuse,1983,independent
Syracuse,1984,independent
Syracuse,1985,independent
Syracuse,1986,independent
Syracuse,1987,independent
Syracuse,1988,independent
Syracuse,1989,independent
Syracuse,1990,independent
Syracuse,1991,big-east
Syracuse,1992,big-east
Syracuse,1993,big-east
Syracuse,1994,big-east
Syracuse,1995,big-east
Syracuse,1996,big-east
Syracuse,1997,big-east
Syracuse,1998,big-east
Syracuse,1999,big-east
Syracuse,2000,big-east
Syracuse,2001,big-east
Syracuse,2002,big-east
Syracuse,2003,big-east
Syracuse,2004,big-east
Syracuse,2005,big-east
Syracuse,2006,big-east
Syracuse,2007,big-east
Syracuse,2008,big-east
Syracuse,2009,big-east
Syracuse,2010,big-east
Syracuse,2011,big-east
Syracuse,2012,big-east
Syracuse,2013,acc
Syracuse,2014,acc
Syracuse,2015,acc
Temple,1965,none
Temple,1966,none
Temple,1967,none
Temple,1968,none
Temple,1969,none
Temple,1970,none
Temple,1971,independent
Temple,1972,independent
Temple,1973,independent
Temple,1974,independent
Temple,1975,independent
Temple,1976,independent
Temple,1977,independent
Temple,1978,independent
Temple,1979,independent
Temple,1980,independent
Temple,1981,independent
Temple,1982,independent
Temple,1983,independent
Temple,1984,independent
Temple,1985,independent
Temple,1986,independent
Temple,1987,independent
Temple,1988,independent
Temple,1989,independent
Temple,1990,independent
Temple,1991,big-east
Temple,1992,big-east
Temple,1993,big-east
Temple,1994,big-east
Temple,1995,big-east
Temple,1996,big-east
Temple,1997,big-east
Temple,1998,big-east
Temple,1999,big-east
Temple,2000,big-east
Temple,2001,big-east
Temple,2002,big-east
Temple,2003,big-east
Temple,2004,big-east
Temple,2005,independent
Temple,2006,independent
Temple,2007,mac
Temple,2008,mac
Temple,2009,mac
Temple,2010,mac
Temple,2011,mac
Temple,2012,big-east
Temple,2013,american
Temple,2014,american
Temple,2015,american
Tennessee,1965,sec
Tennessee,1966,sec
Tennessee,1967,sec
Tennessee,1968,sec
Tennessee,1969,sec
Tennessee,1970,sec
Tennessee,1971,sec
Tennessee,1972,sec
Tennessee,1973,sec
Tennessee,1974,sec
Tennessee,1975,sec
Tennessee,1976,sec
Tennessee,1977,sec
Tennessee,1978,sec
Tennessee,1979,sec
Tennessee,1980,sec
Tennessee,1981,sec
Tennessee,1982,sec
Tennessee,1983,sec
Tennessee,1984,sec
Tennessee,1985,sec
Tennessee,1986,sec
Tennessee,1987,sec
Tennessee,1988,sec
Tennessee,1989,sec
Tennessee,1990,sec
Tennessee,1991,sec
Tennessee,1992,sec
Tennessee,1993,sec
Tennessee,1994,sec
Tennessee,1995,sec
Tennessee,1996,sec
Tennessee,1997,sec
Tennessee,1998,sec
Tennessee,1999,sec
Tennessee,2000,sec
Tennessee,2001,sec
Tennessee,2002,sec
Tennessee,2003,sec
Tennessee,2004,sec
Tennessee,2005,sec
Tennessee,2006,sec
Tennessee,2007,sec
Tennessee,2008,sec
Tennessee,2009,sec
Tennessee,2010,sec
Tennessee,2011,sec
Tennessee,2012,sec
Tennessee,2013,sec
Tennessee,2014,sec
Tennessee,2015,sec
Texas A&M,1965,swc
Texas A&M,1966,swc
Texas A&M,1967,swc
Texas A&M,1968,swc
Texas A&M,1969,swc
Texas A&M,1970,swc
Texas A&M,1971,swc
Texas A&M,1972,swc
Texas A&M,1973,swc
Texas A&M,1974,swc
Texas A&M,1975,swc
Texas A&M,1976,swc
Texas A&M,1977,swc
Texas A&M,1978,swc
Texas A&M,1979,swc
Texas A&M,1980,swc
Texas A&M,1981,swc
Texas A&M,1982,swc
Texas A&M,1983,swc
Texas A&M,1984,swc
Texas A&M,1985,swc
Texas A&M,1986,swc
Texas A&M,1987,swc
Texas A&M,1988,swc
Texas A&M,1989,swc
Texas A&M,1990,swc
Texas A&M,1991,swc
Texas A&M,1992,swc
Texas A&M,1993,swc
Texas A&M,1994,swc
Texas A&M,1995,swc
Texas A&M,1996,big-12
Texas A&M,1997,big-12
Texas A&M,1998,big-12
Texas A&M,1999,big-12
Texas A&M,2000,big-12
Texas A&M,2001,big-12
Texas A&M,2002,big-12
Texas A&M,2003,big-12
Texas A&M,2004,big-12
Texas A&M,2005,big-12
Texas A&M,2006,big-12
Texas A&M,2007,big-12
Texas A&M,2008,big-12
Texas A&M,2009,big-12
Texas A&M,2010,big-12
Texas A&M,2011,big-12
Texas A&M,2012,sec
Texas A&M,2013,sec
Texas A&M,2014,sec
Texas A&M,2015,sec
Texas Christian,1965,swc
Texas Christian,1966,swc
Texas Christian,1967,swc
Texas Christian,1968,swc
Texas Christian,1969,swc
Texas Christian,1970,swc
Texas Christian,1971,swc
Texas Christian,1972,swc
Texas Christian,1973,swc
Texas Christian,1974,swc
Texas Christian,1975,swc
Texas Christian,1976,swc
Texas Christian,1977,swc
Texas Christian,1978,swc
Texas Christian,1979,swc
Texas Christian,1980,swc
Texas Christian,1981,swc
Texas Christian,1982,swc
Texas Christian,1983,swc
Texas Christian,1984,swc
Texas Christian,1985,swc
Texas Christian,1986,swc
Texas Christian,1987,swc
Texas Christian,1988,swc
Texas Christian,1989,swc
Texas Christian,1990,swc
Texas Christian,1991,swc
Texas Christian,1992,swc
Texas Christian,1993,swc
Texas Christian,1994,swc
Texas Christian,1995,swc
Texas Christian,1996,wac
Texas Christian,1997,wac
Texas Christian,1998,wac
Texas Christian,1999,wac
Texas Christian,2000,wac
Texas Christian,2001,cusa
Texas Christian,2002,cusa
Texas Christian,2003,cusa
Texas Christian,2004,cusa
Texas Christian,2005,mwc
Texas Christian,2006,mwc
Texas Christian,2007,mwc
Texas Christian,2008,mwc
Texas Christian,2009,mwc
Texas Christian,2010,mwc
Texas Christian,2011,mwc
Texas Christian,2012,big-12
Texas Christian,2013,big-12
Texas Christian,2014,big-12
Texas Christian,2015,big-12
Texas,1965,swc
Texas,1966,swc
Texas,1967,swc
Texas,1968,swc
Texas,1969,swc
Texas,1970,swc
Texas,1971,swc
Texas,1972,swc
Texas,1973,swc
Texas,1974,swc
Texas,1975,swc
Texas,1976,swc
Texas,1977,swc
Texas,1978,swc
Texas,1979,swc
Texas,1980,swc
Texas,1981,swc
Texas,1982,swc
Texas,1983,swc
Texas,1984,swc
Texas,1985,swc
Texas,1986,swc
Texas,1987,swc
Texas,1988,swc
Texas,1989,swc
Texas,1990,swc
Texas,1991,swc
Texas,1992,swc
Texas,1993,swc
Texas,1994,swc
Texas,1995,swc
Texas,1996,big-12
Texas,1997,big-12
Texas,1998,big-12
Texas,1999,big-12
Texas,2000,big-12
Texas,2001,big-12
Texas,2002,big-12
Texas,2003,big-12
Texas,2004,big-12
Texas,2005,big-12
Texas,2006,big-12
Texas,2007,big-12
Texas,2008,big-12
Texas,2009,big-12
Texas,2010,big-12
Texas,2011,big-12
Texas,2012,big-12
Texas,2013,big-12
Texas,2014,big-12
Texas,2015,big-12
Texas State,1965,none
Texas State,1966,none
Texas State,1967,none
Texas State,1968,none
Texas State,1969,none
Texas State,1970,none
Texas State,1971,none
Texas State,1972,none
Texas State,1973,none
Texas State,1974,none
Texas State,1975,none
Texas State,1976,none
Texas State,1977,none
Texas State,1978,none
Texas State,1979,none
Texas State,1980,none
Texas State,1981,none
Texas State,1982,none
Texas State,1983,none
Texas State,1984,none
Texas State,1985,none
Texas State,1986,none
Texas State,1987,none
Texas State,1988,none
Texas State,1989,none
Texas State,1990,none
Texas State,1991,none
Texas State,1992,none
Texas State,1993,none
Texas State,1994,none
Texas State,1995,none
Texas State,1996,none
Texas State,1997,none
Texas State,1998,none
Texas State,1999,none
Texas State,2000,none
Texas State,2001,none
Texas State,2002,none
Texas State,2003,none
Texas State,2004,none
Texas State,2005,none
Texas State,2006,none
Texas State,2007,none
Texas State,2008,none
Texas State,2009,none
Texas State,2010,none
Texas State,2011,none
Texas State,2012,wac
Texas State,2013,sun-belt
Texas State,2014,sun-belt
Texas State,2015,sun-belt
Texas Tech,1965,swc
Texas Tech,1966,swc
Texas Tech,1967,swc
Texas Tech,1968,swc
Texas Tech,1969,swc
Texas Tech,1970,swc
Texas Tech,1971,swc
Texas Tech,1972,swc
Texas Tech,1973,swc
Texas Tech,1974,swc
Texas Tech,1975,swc
Texas Tech,1976,swc
Texas Tech,1977,swc
Texas Tech,1978,swc
Texas Tech,1979,swc
Texas Tech,1980,swc
Texas Tech,1981,swc
Texas Tech,1982,swc
Texas Tech,1983,swc
Texas Tech,1984,swc
Texas Tech,1985,swc
Texas Tech,1986,swc
Texas Tech,1987,swc
Texas Tech,1988,swc
Texas Tech,1989,swc
Texas Tech,1990,swc
Texas Tech,1991,swc
Texas Tech,1992,swc
Texas Tech,1993,swc
Texas Tech,1994,swc
Texas Tech,1995,swc
Texas Tech,1996,big-12
Texas Tech,1997,big-12
Texas Tech,1998,big-12
Texas Tech,1999,big-12
Texas Tech,2000,big-12
Texas Tech,2001,big-12
Texas Tech,2002,big-12
Texas Tech,2003,big-12
Texas Tech,2004,big-12
Texas Tech,2005,big-12
Texas Tech,2006,big-12
Texas Tech,2007,big-12
Texas Tech,2008,big-12
Texas Tech,2009,big-12
Texas Tech,2010,big-12
Texas Tech,2011,big-12
Texas Tech,2012,big-12
Texas Tech,2013,big-12
Texas Tech,2014,big-12
Texas Tech,2015,big-12
Texas-El Paso,1965,independent
Texas-El Paso,1966,independent
Texas-El Paso,1967,independent
Texas-El Paso,1968,wac
Texas-El Paso,1969,wac
Texas-El Paso,1970,wac
Texas-El Paso,1971,wac
Texas-El Paso,1972,wac
Texas-El Paso,1973,wac
Texas-El Paso,1974,wac
Texas-El Paso,1975,wac
Texas-El Paso,1976,wac
Texas-El Paso,1977,wac
Texas-El Paso,1978,wac
Texas-El Paso,1979,wac
Texas-El Paso,1980,wac
Texas-El Paso,1981,wac
Texas-El Paso,1982,wac
Texas-El Paso,1983,wac
Texas-El Paso,1984,wac
Texas-El Paso,1985,wac
Texas-El Paso,1986,wac
Texas-El Paso,1987,wac
Texas-El Paso,1988,wac
Texas-El Paso,1989,wac
Texas-El Paso,1990,wac
Texas-El Paso,1991,wac
Texas-El Paso,1992,wac
Texas-El Paso,1993,wac
Texas-El Paso,1994,wac
Texas-El Paso,1995,wac
Texas-El Paso,1996,wac
Texas-El Paso,1997,wac
Texas-El Paso,1998,wac
Texas-El Paso,1999,wac
Texas-El Paso,2000,wac
Texas-El Paso,2001,wac
Texas-El Paso,2002,wac
Texas-El Paso,2003,wac
Texas-El Paso,2004,wac
Texas-El Paso,2005,cusa
Texas-El Paso,2006,cusa
Texas-El Paso,2007,cusa
Texas-El Paso,2008,cusa
Texas-El Paso,2009,cusa
Texas-El Paso,2010,cusa
Texas-El Paso,2011,cusa
Texas-El Paso,2012,cusa
Texas-El Paso,2013,cusa
Texas-El Paso,2014,cusa
Texas-El Paso,2015,cusa
Texas-San Antonio,1965,none
Texas-San Antonio,1966,none
Texas-San Antonio,1967,none
Texas-San Antonio,1968,none
Texas-San Antonio,1969,none
Texas-San Antonio,1970,none
Texas-San Antonio,1971,none
Texas-San Antonio,1972,none
Texas-San Antonio,1973,none
Texas-San Antonio,1974,none
Texas-San Antonio,1975,none
Texas-San Antonio,1976,none
Texas-San Antonio,1977,none
Texas-San Antonio,1978,none
Texas-San Antonio,1979,none
Texas-San Antonio,1980,none
Texas-San Antonio,1981,none
Texas-San Antonio,1982,none
Texas-San Antonio,1983,none
Texas-San Antonio,1984,none
Texas-San Antonio,1985,none
Texas-San Antonio,1986,none
Texas-San Antonio,1987,none
Texas-San Antonio,1988,none
Texas-San Antonio,1989,none
Texas-San Antonio,1990,none
Texas-San Antonio,1991,none
Texas-San Antonio,1992,none
Texas-San Antonio,1993,none
Texas-San Antonio,1994,none
Texas-San Antonio,1995,none
Texas-San Antonio,1996,none
Texas-San Antonio,1997,none
Texas-San Antonio,1998,none
Texas-San Antonio,1999,none
Texas-San Antonio,2000,none
Texas-San Antonio,2001,none
Texas-San Antonio,2002,none
Texas-San Antonio,2003,none
Texas-San Antonio,2004,none
Texas-San Antonio,2005,none
Texas-San Antonio,2006,none
Texas-San Antonio,2007,none
Texas-San Antonio,2008,none
Texas-San Antonio,2009,none
Texas-San Antonio,2010,none
Texas-San Antonio,2011,none
Texas-San Antonio,2012,wac
Texas-San Antonio,2013,cusa
Texas-San Antonio,2014,cusa
Texas-San Antonio,2015,cusa
Toledo,1965,mac
Toledo,1966,mac
Toledo,1967,mac
Toledo,1968,mac
Toledo,1969,mac
Toledo,1970,mac
Toledo,1971,mac
Toledo,1972,mac
Toledo,1973,mac
Toledo,1974,mac
Toledo,1975,mac
Toledo,1976,mac
Toledo,1977,mac
Toledo,1978,mac
Toledo,1979,mac
Toledo,1980,mac
Toledo,1981,mac
Toledo,1982,mac
Toledo,1983,mac
Toledo,1984,mac
Toledo,1985,mac
Toledo,1986,mac
Toledo,1987,mac
Toledo,1988,mac
Toledo,1989,mac
Toledo,1990,mac
Toledo,1991,mac
Toledo,1992,mac
Toledo,1993,mac
Toledo,1994,mac
Toledo,1995,mac
Toledo,1996,mac
Toledo,1997,mac
Toledo,1998,mac
Toledo,1999,mac
Toledo,2000,mac
Toledo,2001,mac
Toledo,2002,mac
Toledo,2003,mac
Toledo,2004,mac
Toledo,2005,mac
Toledo,2006,mac
Toledo,2007,mac
Toledo,2008,mac
Toledo,2009,mac
Toledo,2010,mac
Toledo,2011,mac
Toledo,2012,mac
Toledo,2013,mac
Toledo,2014,mac
Toledo,2015,mac
Troy,1965,none
Troy,1966,none
Troy,1967,none
Troy,1968,none
Troy,1969,none
Troy,1970,none
Troy,1971,none
Troy,1972,none
Troy,1973,none
Troy,1974,none
Troy,1975,none
Troy,1976,none
Troy,1977,none
Troy,1978,none
Troy,1979,none
Troy,1980,none
Troy,1981,none
Troy,1982,none
Troy,1983,none
Troy,1984,none
Troy,1985,none
Troy,1986,none
Troy,1987,none
Troy,1988,none
Troy,1989,none
Troy,1990,none
Troy,1991,none
Troy,1992,none
Troy,1993,none
Troy,1994,none
Troy,1995,none
Troy,1996,none
Troy,1997,none
Troy,1998,none
Troy,1999,none
Troy,2000,none
Troy,2001,independent
Troy,2002,independent
Troy,2003,independent
Troy,2004,sun-belt
Troy,2005,sun-belt
Troy,2006,sun-belt
Troy,2007,sun-belt
Troy,2008,sun-belt
Troy,2009,sun-belt
Troy,2010,sun-belt
Troy,2011,sun-belt
Troy,2012,sun-belt
Troy,2013,sun-belt
Troy,2014,sun-belt
Troy,2015,sun-belt
Tulane,1965,sec
Tulane,1966,independent
Tulane,1967,independent
Tulane,1968,independent
Tulane,1969,independent
Tulane,1970,independent
Tulane,1971,independent
Tulane,1972,independent
Tulane,1973,independent
Tulane,1974,independent
Tulane,1975,independent
Tulane,1976,independent
Tulane,1977,independent
Tulane,1978,independent
Tulane,1979,independent
Tulane,1980,independent
Tulane,1981,independent
Tulane,1982,independent
Tulane,1983,independent
Tulane,1984,independent
Tulane,1985,independent
Tulane,1986,independent
Tulane,1987,independent
Tulane,1988,independent
Tulane,1989,independent
Tulane,1990,independent
Tulane,1991,independent
Tulane,1992,independent
Tulane,1993,independent
Tulane,1994,independent
Tulane,1995,independent
Tulane,1996,cusa
Tulane,1997,cusa
Tulane,1998,cusa
Tulane,1999,cusa
Tulane,2000,cusa
Tulane,2001,cusa
Tulane,2002,cusa
Tulane,2003,cusa
Tulane,2004,cusa
Tulane,2005,cusa
Tulane,2006,cusa
Tulane,2007,cusa
Tulane,2008,cusa
Tulane,2009,cusa
Tulane,2010,cusa
Tulane,2011,cusa
Tulane,2012,cusa
Tulane,2013,cusa
Tulane,2014,american
Tulane,2015,american
Tulsa,1965,mvc
Tulsa,1966,mvc
Tulsa,1967,mvc
Tulsa,1968,mvc
Tulsa,1969,mvc
Tulsa,1970,mvc
Tulsa,1971,mvc
Tulsa,1972,mvc
Tulsa,1973,mvc
Tulsa,1974,mvc
Tulsa,1975,mvc
Tulsa,1976,mvc
Tulsa,1977,mvc
Tulsa,1978,mvc
Tulsa,1979,mvc
Tulsa,1980,mvc
Tulsa,1981,mvc
Tulsa,1982,mvc
Tulsa,1983,mvc
Tulsa,1984,mvc
Tulsa,1985,mvc
Tulsa,1986,independent
Tulsa,1987,independent
Tulsa,1988,independent
Tulsa,1989,independent
Tulsa,1990,independent
Tulsa,1991,independent
Tulsa,1992,independent
Tulsa,1993,independent
Tulsa,1994,independent
Tulsa,1995,independent
Tulsa,1996,wac
Tulsa,1997,wac
Tulsa,1998,wac
Tulsa,1999,wac
Tulsa,2000,wac
Tulsa,2001,wac
Tulsa,2002,wac
Tulsa,2003,wac
Tulsa,2004,wac
Tulsa,2005,cusa
Tulsa,2006,cusa
Tulsa,2007,cusa
Tulsa,2008,cusa
Tulsa,2009,cusa
Tulsa,2010,cusa
Tulsa,2011,cusa
Tulsa,2012,cusa
Tulsa,2013,cusa
Tulsa,2014,american
Tulsa,2015,american
UCLA,1965,pac-12
UCLA,1966,pac-12
UCLA,1967,pac-12
UCLA,1968,pac-12
UCLA,1969,pac-12
UCLA,1970,pac-12
UCLA,1971,pac-12
UCLA,1972,pac-12
UCLA,1973,pac-12
UCLA,1974,pac-12
UCLA,1975,pac-12
UCLA,1976,pac-12
UCLA,1977,pac-12
UCLA,1978,pac-12
UCLA,1979,pac-12
UCLA,1980,pac-12
UCLA,1981,pac-12
UCLA,1982,pac-12
UCLA,1983,pac-12
UCLA,1984,pac-12
UCLA,1985,pac-12
UCLA,1986,pac-12
UCLA,1987,pac-12
UCLA,1988,pac-12
UCLA,1989,pac-12
UCLA,1990,pac-12
UCLA,1991,pac-12
UCLA,1992,pac-12
UCLA,1993,pac-12
UCLA,1994,pac-12
UCLA,1995,pac-12
UCLA,1996,pac-12
UCLA,1997,pac-12
UCLA,1998,pac-12
UCLA,1999,pac-12
UCLA,2000,pac-12
UCLA,2001,pac-12
UCLA,2002,pac-12
UCLA,2003,pac-12
UCLA,2004,pac-12
UCLA,2005,pac-12
UCLA,2006,pac-12
UCLA,2007,pac-12
UCLA,2008,pac-12
UCLA,2009,pac-12
UCLA,2010,pac-12
UCLA,2011,pac-12
UCLA,2012,pac-12
UCLA,2013,pac-12
UCLA,2014,pac-12
UCLA,2015,pac-12
Utah State,1965,independent
Utah State,1966,independent
Utah State,1967,independent
Utah State,1968,independent
Utah State,1969,independent
Utah State,1970,independent
Utah State,1971,independent
Utah State,1972,independent
Utah State,1973,independent
Utah State,1974,independent
Utah State,1975,independent
Utah State,1976,independent
Utah State,1977,independent
Utah State,1978,big-west
Utah State,1979,big-west
Utah State,1980,big-west
Utah State,1981,big-west
Utah State,1982,big-west
Utah State,1983,big-west
Utah State,1984,big-west
Utah State,1985,big-west
Utah State,1986,big-west
Utah State,1987,big-west
Utah State,1988,big-west
Utah State,1989,big-west
Utah State,1990,big-west
Utah State,1991,big-west
Utah State,1992,big-west
Utah State,1993,big-west
Utah State,1994,big-west
Utah State,1995,big-west
Utah State,1996,big-west
Utah State,1997,big-west
Utah State,1998,big-west
Utah State,1999,big-west
Utah State,2000,big-west
Utah State,2001,independent
Utah State,2002,independent
Utah State,2003,sun-belt
Utah State,2004,sun-belt
Utah State,2005,wac
Utah State,2006,wac
Utah State,2007,wac
Utah State,2008,wac
Utah State,2009,wac
Utah State,2010,wac
Utah State,2011,wac
Utah State,2012,wac
Utah State,2013,mwc
Utah State,2014,mwc
Utah State,2015,mwc
Utah,1965,wac
Utah,1966,wac
Utah,1967,wac
Utah,1968,wac
Utah,1969,wac
Utah,1970,wac
Utah,1971,wac
Utah,1972,wac
Utah,1973,wac
Utah,1974,wac
Utah,1975,wac
Utah,1976,wac
Utah,1977,wac
Utah,1978,wac
Utah,1979,wac
Utah,1980,wac
Utah,1981,wac
Utah,1982,wac
Utah,1983,wac
Utah,1984,wac
Utah,1985,wac
Utah,1986,wac
Utah,1987,wac
Utah,1988,wac
Utah,1989,wac
Utah,1990,wac
Utah,1991,wac
Utah,1992,wac
Utah,1993,wac
Utah,1994,wac
Utah,1995,wac
Utah,1996,wac
Utah,1997,wac
Utah,1998,wac
Utah,1999,mwc
Utah,2000,mwc
Utah,2001,mwc
Utah,2002,mwc
Utah,2003,mwc
Utah,2004,mwc
Utah,2005,mwc
Utah,2006,mwc
Utah,2007,mwc
Utah,2008,mwc
Utah,2009,mwc
Utah,2010,mwc
Utah,2011,pac-12
Utah,2012,pac-12
Utah,2013,pac-12
Utah,2014,pac-12
Utah,2015,pac-12
Vanderbilt,1965,sec
Vanderbilt,1966,sec
Vanderbilt,1967,sec
Vanderbilt,1968,sec
Vanderbilt,1969,sec
Vanderbilt,1970,sec
Vanderbilt,1971,sec
Vanderbilt,1972,sec
Vanderbilt,1973,sec
Vanderbilt,1974,sec
Vanderbilt,1975,sec
Vanderbilt,1976,sec
Vanderbilt,1977,sec
Vanderbilt,1978,sec
Vanderbilt,1979,sec
Vanderbilt,1980,sec
Vanderbilt,1981,sec
Vanderbilt,1982,sec
Vanderbilt,1983,sec
Vanderbilt,1984,sec
Vanderbilt,1985,sec
Vanderbilt,1986,sec
Vanderbilt,1987,sec
Vanderbilt,1988,sec
Vanderbilt,1989,sec
Vanderbilt,1990,sec
Vanderbilt,1991,sec
Vanderbilt,1992,sec
Vanderbilt,1993,sec
Vanderbilt,1994,sec
Vanderbilt,1995,sec
Vanderbilt,1996,sec
Vanderbilt,1997,sec
Vanderbilt,1998,sec
Vanderbilt,1999,sec
Vanderbilt,2000,sec
Vanderbilt,2001,sec
Vanderbilt,2002,sec
Vanderbilt,2003,sec
Vanderbilt,2004,sec
Vanderbilt,2005,sec
Vanderbilt,2006,sec
Vanderbilt,2007,sec
Vanderbilt,2008,sec
Vanderbilt,2009,sec
Vanderbilt,2010,sec
Vanderbilt,2011,sec
Vanderbilt,2012,sec
Vanderbilt,2013,sec
Vanderbilt,2014,sec
Vanderbilt,2015,sec
Virginia,1965,acc
Virginia,1966,acc
Virginia,1967,acc
Virginia,1968,acc
Virginia,1969,acc
Virginia,1970,acc
Virginia,1971,acc
Virginia,1972,acc
Virginia,1973,acc
Virginia,1974,acc
Virginia,1975,acc
Virginia,1976,acc
Virginia,1977,acc
Virginia,1978,acc
Virginia,1979,acc
Virginia,1980,acc
Virginia,1981,acc
Virginia,1982,acc
Virginia,1983,acc
Virginia,1984,acc
Virginia,1985,acc
Virginia,1986,acc
Virginia,1987,acc
Virginia,1988,acc
Virginia,1989,acc
Virginia,1990,acc
Virginia,1991,acc
Virginia,1992,acc
Virginia,1993,acc
Virginia,1994,acc
Virginia,1995,acc
Virginia,1996,acc
Virginia,1997,acc
Virginia,1998,acc
Virginia,1999,acc
Virginia,2000,acc
Virginia,2001,acc
Virginia,2002,acc
Virginia,2003,acc
Virginia,2004,acc
Virginia,2005,acc
Virginia,2006,acc
Virginia,2007,acc
Virginia,2008,acc
Virginia,2009,acc
Virginia,2010,acc
Virginia,2011,acc
Virginia,2012,acc
Virginia,2013,acc
Virginia,2014,acc
Virginia,2015,acc
Virginia Military Institute,1965,southern
Virginia Military Institute,1966,southern
Virginia Military Institute,1967,southern
Virginia Military Institute,1968,southern
Virginia Military Institute,1969,southern
Virginia Military Institute,1970,southern
Virginia Military Institute,1971,southern
Virginia Military Institute,1972,southern
Virginia Military Institute,1973,southern
Virginia Military Institute,1974,southern
