"LUCEDALE, MS",George,George
"ALTON, IL",Madison,Madison
"LINCOLNSHIRE, IL",Lake,Lake
"SILAS, AL",Choctaw,Choctaw
"WARE SHOALS, SC",Greenwood,Greenwood
"TAYLORSVILLE, UT",Salt Lake County,Salt Lake County
"ROSE HILL, KS",Butler,Butler
"GLADEWATER, TX",Gregg,Gregg
"MORGANTOWN, WV",Monongalia,Monongalia
"KATY, TX",Fort Bend,Fort Bend
"HITCHCOCK, TX",Galveston,Galveston
"NORCO, LA",St. Charles,St Charles
"REDMOND, WA",King County,King County
"BEECH ISLAND, SC",Aiken,Aiken
"SARVER, PA",Butler,Butler
"LIVONIA, LA",Pointe Coupee,Pointe Coupee
"JACKSON, MI",Jackson,Jackson
"JACKSON, MO",Jackson,Jackson
"COLLINSVILLE, IL",Madison,Madison
"ZACHARY, LA",East Baton Rouge,East Baton Rouge
"ROME, NY",Oneida,Oneida
"JUPITER, FL",Palm Beach,Palm Beach
"JACKSON, MS",Hinds,Hinds
"EL CENTRO, CA",Imperial County,Imperial County
"BOILING SPRINGS, PA",Cumberland,Cumberland
"EGG HARBOR TOWNSHIP, NJ",Atlantic,Atlantic
"HARRISON, OH",Dearborn,Dearborn
"NIAGARA FALLS, NY",Niagara,Niagara
"PITTSBURG, KS",Crawford,Crawford
"WAKEFIELD, MA",Middlesex,Middlesex
"GROSSE POINTE FARMS, MI",Wayne,Wayne
"HOPKINTON, MA",Middlesex,Middlesex
"MINERAL RIDGE, OH",Trumbull,Trumbull
"JOHNSON CITY, TN",Washington,Washington
"SICKLERVILLE, NJ",Camden,Camden
"WINTER GARDEN, FL",Orange,Orange
"HOLLAND, PA",Bucks,Bucks
"RODNEY, MI",Mecosta,Mecosta
"KNIGHTDALE, NC",Wake,Wake
"GLENS FALLS, NY",Warren,Warren
"ALGONA, WA",King County,King County
"GRESHAM, OR",Multnomah County,Multnomah County
"MUSKEGON, MI",Muskegon,Muskegon
"NEW LENOX, IL",Will,Will
"NEW CUMBERLAND, PA",Cumberland,Cumberland
"SOUTHBURY, CT",New Haven,New Haven
"PLAINVILLE, CT",Hartford,Hartford
"EL DORADO, AR",Union,Union
"DIXON, CA",Solano County,Solano County
"ENGLEWOOD, CO",Arapahoe,Arapahoe
"MEDINA, WA",King County,King County
"DONIPHAN, MO",Ripley,Ripley
"MASCOTTE, FL",Lake,Lake
"CROZET, VA",Albemarle,Albemarle
"PHELPS, NY",Ontario,Ontario
"DRY BRANCH, GA",Twiggs,Twiggs
"HOWELLS, NE",Colfax,Colfax
"ENCINO, CA",Los Angeles County,Los Angeles County
"TURTLE CREEK, PA",Allegheny,Allegheny
"HOMEWOOD, IL",Cook,Cook
"RIO RANCHO, NM",Sandoval,Sandoval
"RANCHO CUCAMONGA, CA",San Bernardino County,San Bernardino County
"MABLETON, GA",Cobb,Cobb
"RUBY, NY",Ulster,Ulster
"ROUND HILL, VA",Loudoun,Loudoun
"FORT OGLETHORPE, GA",Catoosa,Catoosa
"HENDERSON, NV",Clark County,Clark County
"SAN JUAN CAPISTRANO, CA",Orange County,Orange County
"ROYAL PALM BEACH, FL",Palm Beach,Palm Beach
"GLOVERSVILLE, NY",Fulton,Fulton
"HENDERSON, NC",Vance,Vance
"BALDWIN, LA",St. Mary,St Mary
"SCHERERVILLE, IN",Lake,Lake
"VENICE, FL",Sarasota,Sarasota
"LIBERTY, MO",Clay,Clay
"CRESCO, PA",Monroe,Monroe
"MICHIGAN CITY, IN",LaPorte,Laporte
"LIBERTY, MS",Amite,Amite
"SUPERIOR, NE",Nuckolls,Nuckolls
"TROY, VA",Fluvanna,Fluvanna
"SUMMERVILLE, GA",Chattooga,Chattooga
"DOUGLAS, OK",Garfield,Garfield
"PALM CITY, FL",Martin,Martin
"HAMSHIRE, TX",Jefferson,Jefferson
"CREST HILL, IL",Will,Will
"GLEN ALLEN, VA",Henrico,Henrico
"ELM CREEK, NE",Buffalo,Buffalo
"KANNAPOLIS, NC",Cabarrus,Cabarrus
"WINNFIELD, LA",Winn,Winn
"SOUTHPORT, FL",Bay,Bay
"SALINA, KS",Saline,Saline
"PORT LAVACA, TX",Calhoun,Calhoun
"WELLFORD, SC",Spartanburg,Spartanburg
"FAYETTE CITY, PA",Fayette,Fayette
"LELAND, MS",Washington,Washington
"SKOKIE, IL",Cook,Cook
"SCOTTSVILLE, VA",Albemarle,Albemarle
"CHINA GROVE, NC",Rowan,Rowan
"MUKWONAGO, WI",Waukesha,Waukesha
"WORCESTER, MA",Worcester,Worcester
"FRANKLIN, LA",St. Mary,St Mary
"EDGEWATER, MD",Anne Arundel,Anne Arundel
"DEPTFORD, NJ",Gloucester,Gloucester
"NEW LONDON, CT",New London,New London
"DU QUOIN, IL",Perry,Perry
"ECLECTIC, AL",Elmore,Elmore
"FLETCHER, NC",Henderson,Henderson
"WAGONER, OK",Wagoner,Wagoner
"FREMONT VALLEY, CA",Kern County,Kern County
"OAK GROVE, MO",Jackson,Jackson
"NEDERLAND, CO",Boulder,Boulder
"MESQUITE, TX",Dallas,Dallas
"LANSDOWNE, VA",Loudoun,Loudoun
"DALY CITY, CA",San Mateo County,San Mateo County
"EAST LONGMEADOW, MA",Hampden,Hampden
"COLBY, KS",Thomas,Thomas
"NAPA, CA",Napa County,Napa County
"GARDNER, KS",Johnson,Johnson
"HOPE, AR",Hempstead,Hempstead
"UNION BRIDGE, MD",Carroll,Carroll
"FALMOUTH, MA",Barnstable,Barnstable
"FALMOUTH, ME",Cumberland,Cumberland
"HAUPPAUGE, NY",Suffolk,Suffolk
"BYRON, IL",Ogle,Ogle
"GUTHRIE, OK",Logan,Logan
"CARROLLTON, AL",Pickens,Pickens
"BROKEN ARROW, OK",Tulsa,Tulsa
"MIDDLEBURG HEIGHTS, OH",Cuyahoga,Cuyahoga
"NORMAL, IL",McLean,McLean
"JAMAICA, NY",Queens,Queens
"MARION, AR",Crittenden,Crittenden
"PRESTON, CT",New London,New London
"CHARLOTTE, NC",Mecklenburg,Mecklenburg
"PEARL CITY, HI",Honolulu County,Honolulu County
"MAULDIN, SC",Greenville,Greenville
"MILLBROOK, AL",Elmore,Elmore
"CADILLAC, MI",Wexford,Wexford
"BUTLER, PA",Butler,Butler
"GRETNA, LA",Jefferson,Jefferson
"PLYMOUTH, IN",Marshall,Marshall
"KANKAKEE, IL",Kankakee,Kankakee
"RINGOES, NJ",Hunterdon,Hunterdon
"SAINTE GENEVIEVE, MO",Ste. Genevieve,Ste. Genevieve
"SOUTHLAKE, TX",Tarrant,Tarrant
"NEWARK, OH",Licking,Licking
"PITTSBURG, TX",Camp,Camp
"OLIVET, MI",Eaton,Eaton
"MILFORD, PA",Pike,Pike
"SOUTH WINDSOR, CT",Hartford,Hartford
"ENKA, NC",Buncombe,Buncombe
"BLOOMER, WI",Chippewa,Chippewa
"LONG BEACH, IN",LaPorte,Laporte
"HILMAR, CA",Merced County,Merced County
"MATHEWS, VA",Mathews,Mathews
"LAKE CITY, PA",Erie,Erie
"PONTE VEDRA BEACH, FL",St. Johns,St Johns
"NEW MADRID, MO",New Madrid,New Madrid
"MARLTON, NJ",Burlington,Burlington
"PENNSYLVANIA FURNACE, PA",Huntingdon,Huntingdon
"JOHNSTOWN, PA",Cambria,Cambria
"TUMWATER, WA",Thurston County,Thurston County
"ELMHURST, IL",DuPage,Dupage
"BLOOMFIELD, IA",Davis,Davis
"SAN RAMON, CA",Contra Costa County,Contra Costa County
"MORRISVILLE, NC",Wake,Wake
"ELMONT, NY",Nassau,Nassau
"SANTA CLARA, UT",Washington County,Washington County
"BRENTWOOD, TN",Williamson,Williamson
"MARINGOUIN, LA",Iberville,Iberville
"ATLANTIC CITY, NJ",Atlantic,Atlantic
"EAST AMHERST, NY",Erie,Erie
"EPHRAIM, UT",Sanpete County,Sanpete County
"MOREHEAD, KY",Rowan,Rowan
"WARREN, PA",Warren,Warren
"SAINT MARYS, GA",Camden,Camden
"PORTLAND, MI",Ionia,Ionia
"DRIPPING SPRINGS, TX",Hays,Hays
"PAGELAND, SC",Chesterfield,Chesterfield
"PORTLAND, ME",Cumberland,Cumberland
"SARATOGA, CA",Santa Clara County,Santa Clara County
"ADAMS, MN",Mower,Mower
"CAHOKIA, IL",St. Clair,St Clair
"NAPLES, FL",Collier,Collier
"WESTBURY, NY",Nassau,Nassau
"CEDAR HILLS, UT",Utah County,Utah County
"CORAOPOLIS, PA",Allegheny,Allegheny
"METTER, GA",Candler,Candler
"ADAIRSVILLE, GA",Bartow,Bartow
"MOHNTON, PA",Berks,Berks
"CLEBURNE, TX",Johnson,Johnson
"ARLINGTON, TX",Tarrant,Tarrant
"TUOLUMNE, CA",Tuolumne County,Tuolumne County
"BEDFORD, NH",Hillsborough,Hillsborough
"BEDMINSTER, NJ",Somerset,Somerset
"BERWICK, PA",Columbia,Columbia
"BEDFORD, NY",Westchester,Westchester
"MALTA, MT",Phillips,Phillips
"PIKEVILLE, KY",Pike,Pike
"LINDEN, TX",Cass,Cass
"LINCOLN UNIVERSITY, PA",Chester,Chester
"LANOKA HARBOR, NJ",Ocean,Ocean
"LA VERNIA, TX",Wilson,Wilson
"DEERFIELD BEACH, FL",Broward,Broward
"LA CANADA FLINTRIDGE, CA",Los Angeles County,Los Angeles County
"KIRBYVILLE, TX",Jasper,Jasper
"HOLBROOK, MA",Norfolk,Norfolk
"SAN MARCOS, TX",Hays,Hays
"WYNNE, AR",Cross,Cross
"SOLON, IA",Johnson,Johnson
"MELVILLE, NY",Suffolk,Suffolk
"JACKSONVILLE, IL",Morgan,Morgan
"PASO ROBLES, CA",San Luis Obispo County,San Luis Obispo County
"MINOT, ND",Ward,Ward
"WAUTOMA, WI",Waushara,Waushara
"FRANKLIN, WI",Milwaukee,Milwaukee
"DOTHAN, AL",Houston,Houston
"ANAHEIM, CA",Orange County,Orange County
"PLAINVILLE, MA",Norfolk,Norfolk
"BRADFORDSVILLE, KY",Marion,Marion
"LIBBY, MT",Lincoln,Lincoln
"CHARLESTON, IL",Coles,Coles
"NEW RIVER, AZ",Maricopa,Maricopa
"MISSION WOODS, KS",Johnson,Johnson
"KEARNS, UT",Salt Lake County,Salt Lake County
"PORT SAINT JOE, FL",Gulf,Gulf
"WELLINGTON, CO",Larimer,Larimer
"CHEEKTOWAGA, NY",Erie,Erie
"SPRINGDALE, MD",Prince George's,Prince George's
"HOLLANDALE, MS",Washington,Washington
"BALDWIN, NY",Nassau,Nassau
"MECHANICVILLE, NY",Saratoga,Saratoga
"KLEIN, TX",Harris,Harris
"ACWORTH, GA",Cobb,Cobb
"NEWTON, NC",Catawba,Catawba
"LINCOLNTON, NC",Lincoln,Lincoln
"MILLEN, GA",Jenkins,Jenkins
"SHARPSBURG, GA",Coweta,Coweta
"WESTON, OH",Wood,Wood
"RENO, NV",Washoe County,Washoe County
"CRAWFORDVILLE, FL",Wakulla,Wakulla
"GLENDORA, CA",Los Angeles County,Los Angeles County
"LONG VALLEY, NJ",Morris,Morris
"BUCHANAN, NY",Westchester,Westchester
"ROYERSFORD, PA",Montgomery,Montgomery
"LA CRESCENT, MN",Houston,Houston
"ALLEN, TX",Collin,Collin
"JOPLIN, MO",Jasper,Jasper
"POCATELLO, ID",Bannock,Bannock
"LINCOLN, MA",Middlesex,Middlesex
"BRIDGEPORT, AL",Jackson,Jackson
"TROY, TN",Obion,Obion
"LUCAS, TX",Collin,Collin
"HOLMDEL, NJ",Monmouth,Monmouth
"WINDER, GA",Barrow,Barrow
"ORANGE, MA",Franklin,Franklin
"BAINBRIDGE, GA",Decatur,Decatur
"EAST PITTSBURGH, PA",Allegheny,Allegheny
"ALABASTER, AL",Shelby,Shelby
"BASSFIELD, MS",Jefferson Davis,Jefferson Davis
"WOODLAND, AL",Randolph,Randolph
"CANTONMENT, FL",Escambia,Escambia
"SHARPSTOWN, TX",Harris,Harris
"BUNN, NC",Franklin,Franklin
"EL SEGUNDO, CA",Los Angeles County,Los Angeles County
"PERRY, OH",Lake,Lake
"EXPORT, PA",Westmoreland,Westmoreland
"WAIALUA, HI",Honolulu County,Honolulu County
"BARDONIA, NY",Rockland,Rockland
"BRANDON, FL",Hillsborough,Hillsborough
"TRACY, CA",San Joaquin County,San Joaquin County
"PRINCE GEORGES METRO CTR, MD",Prince George's,Prince George's
"CITRUS HEIGHTS, CA",Sacramento County,Sacramento County
"EVANSTON, IL",Cook,Cook
"GERMANTOWN, WI",Washington,Washington
"WACONIA, MN",Carver,Carver
"BOARDMAN, OH",Mahoning,Mahoning
"GOTHAM, WI",Richland,Richland
"NORTH BERGEN, NJ",Hudson,Hudson
"FLORENCE, SC",Florence,Florence
"MUENSTER, TX",Cooke,Cooke
"WILLOW RIVER, MN",Pine,Pine
"BUENA PARK, CA",Orange County,Orange County
"LITHIA SPRINGS, GA",Douglas,Douglas
"GREAT FALLS, VA",Fairfax,Fairfax
"HYATTSVILLE, MD",Prince George's,Prince George's
"ALDINE, TX",Harris,Harris
"CLAYTON, CA",Contra Costa County,Contra Costa County
"CRESCENT, IA",Pottawattamie,Pottawattamie
"DANBURY, NC",Stokes,Stokes
"MENDENHALL, MS",Simpson,Simpson
"SPRING VALLEY, OH",Greene,Greene
"DOWAGIAC, MI",Cass,Cass
"CARROLLTON, OH",Carroll,Carroll
"LAGUNA HILLS, CA",Orange County,Orange County
"PORT ARTHUR, TX",Jefferson,Jefferson
"ALPHARETTA, GA",Fulton,Fulton
"ROWLETT, TX",Dallas,Dallas
"HARTLAND, WI",Waukesha,Waukesha
"EAST NORTHPORT, NY",Suffolk,Suffolk
"AZTEC, NM",San Juan,San Juan
"SPANISH FORK, UT",Utah County,Utah County
"MUNDELEIN, IL",Lake,Lake
"CHATTANOOGA, TN",Hamilton,Hamilton
"CHATSWORTH, GA",Murray,Murray
"ROUNDUP, MT",Musselshell,Musselshell
"KENOSHA, WI",Kenosha,Kenosha
"GREENFIELD, MA",Franklin,Franklin
"ORCHARD HILL, GA",Spalding,Spalding
"CANTON, IL",Fulton,Fulton
"WILLS POINT, TX",Van Zandt,Van Zandt
"WAKE FOREST, NC",Wake,Wake
"CALVERT, TX",Robertson,Robertson
"WEST ROXBURY, MA",Suffolk,Suffolk
"PIKE ROAD, AL",Montgomery,Montgomery
"SAN MATEO, CA",San Mateo County,San Mateo County
"FACTORYVILLE, PA",Wyoming,Wyoming
"POMPTON PLAINS, NJ",Morris,Morris
"LAUREL, MT",Yellowstone,Yellowstone
"LAUREL, MS",Jones,Jones
"LAUREL, MD",Prince George's,Prince George's
"LEXINGTON, SC",Lexington,Lexington
"WISCONSIN DELLS, WI",Columbia,Columbia
"MILFORD, VA",Caroline,Caroline
"KILN, MS",Hancock,Hancock
"EDINBURG, TX",Hidalgo,Hidalgo
"DARBY, PA",Delaware,Delaware
"JACKSONVILLE, TX",Cherokee,Cherokee
"PLAINWELL, MI",Allegan,Allegan
"WENTZVILLE, MO",St. Charles,St Charles
"MENIFEE, CA",Riverside County,Riverside County
"VOORHEES, NJ",Camden,Camden
"FALLSTON, MD",Harford,Harford
"BURIEN, WA",King County,King County
"DUNWOODY, GA",DeKalb,Dekalb
"RALEIGH, NC",Wake,Wake
"CAMDEN, MS",Madison,Madison
"BLUFFDALE, UT",Salt Lake County,Salt Lake County
"CLARKSVILLE, TN",Montgomery,Montgomery
"IDABEL, OK",McCurtain,McCurtain
"DUMAS, AR",Desha,Desha
"MAPLE VALLEY, WA",King County,King County
"DUNCAN, SC",Spartanburg,Spartanburg
"CLARKSVILLE, TX",Red River,Red River
"ADAMS CENTER, NY",Jefferson,Jefferson
"BLUEFIELD, VA",Tazewell,Tazewell
"BRYAN, OH",Williams,Williams
"LAFAYETTE, IN",Tippecanoe,Tippecanoe
"SIX MILE, SC",Pickens,Pickens
"KING CITY, CA",Monterey County,Monterey County
"CAPE GIRARDEAU, MO",Cape Girardeau,Cape Girardeau
"LONGWOOD, FL",Seminole,Seminole
"BROOKSIDE, VA",Harlan,Harlan
"CROFTON, NE",Knox,Knox
"LEESBURG, GA",Lee,Lee
"FAGATOGO, FA",Ma'Oputasi,Ma'Oputasi
"CASTLE ROCK, WA",Cowlitz County,Cowlitz County
"CARNEGIE, PA",Allegheny,Allegheny
"MADILL, OK",Marshall,Marshall
"SUNMAN, IN",Ripley,Ripley
"WEST MONROE, LA",Ouachita,Ouachita
"MALIBU, CA",Los Angeles County,Los Angeles County
"MCLEAN, VA",Fairfax,Fairfax
"WARREN, NJ",Somerset,Somerset
"THOUSAND OAKS, CA",Ventura County,Ventura County
"STUART, IA",Adair,Adair
"NORTH PLAINFIELD, NJ",Somerset,Somerset
"ELIZABETHTOWN, KY",Hardin,Hardin
"MURPHY, NC",Cherokee,Cherokee
"MILLER PLACE, NY",Suffolk,Suffolk
"GREEN COVE SPRINGS, FL",Clay,Clay
"PARKERSBURG, WV",Wood,Wood
"BUFFALO GROVE, IL",Cook,Cook
"ARCHER CITY, TX",Archer,Archer
"YOAKUM, TX",DeWitt,Dewitt
"ROSCOE, IL",Winnebago,Winnebago
"ELBERTON, GA",Elbert,Elbert
"CRESCENT CITY, FL",Putnam,Putnam
"OSAGE BEACH, MO",Camden,Camden
"MANALAPAN, NJ",Monmouth,Monmouth
"SATSUMA, AL",Mobile,Mobile
"MOSCOW, ID",Latah,Latah
"SLINGER, WI",Washington,Washington
"TUSKEGEE, AL",Macon,Macon
"DICKSON, TN",Dickson,Dickson
"LAWRENCEBURG, TN",Lawrence,Lawrence
"LA PALMA, CA",Orange County,Orange County
"PETAL, MS",Forrest,Forrest
"NESCONSET, NY",Suffolk,Suffolk
"SAINT JOSEPH, MI",Berrien,Berrien
"SAINT JOSEPH, MO",Buchanan,Buchanan
"PINE BLUFF, AR",Jefferson,Jefferson
"VERONA, WI",Dane,Dane
"WIND LAKE, WI",Racine,Racine
"CANONSBURG, PA",Washington,Washington
"JONESVILLE, SC",Union,Union
"SAN MARINO, CA",Los Angeles County,Los Angeles County
"LAVERGNE, TN",Rutherford,Rutherford
"DOERUN, GA",Colquitt,Colquitt
"LOGANSPORT, LA",De Soto,De Soto
"TROTWOOD, OH",Montgomery,Montgomery
"MILLERS CREEK, NC",Wilkes,Wilkes
"MARKED TREE, AR",Poinsett,Poinsett
"GRAND FORKS, ND",Grand Forks,Grand Forks
"FAIRVIEW, MT",Richland,Richland
"CONOVER, NC",Catawba,Catawba
"MANCHESTER, NH",Hillsborough,Hillsborough
"LIBERTY CENTER, OH",Henry,Henry
"DARLINGTON, SC",Darlington,Darlington
"OYSTER BAY, NY",Nassau,Nassau
"TACOMA PARK, MD",Montgomery,Montgomery
"CASHION, OK",Kingfisher,Kingfisher
"NINETY SIX, SC",Greenwood,Greenwood
"MONTCLAIR, NJ",Essex,Essex
"EUREKA, CA",Humboldt County,Humboldt County
"WOODVILLE, MS",Wilkinson,Wilkinson
"EDGEFIELD, SC",Edgefield,Edgefield
"RAYVILLE, LA",Richland,Richland
"MARSHVILLE, NC",Union,Union
"WAUPACA, WI",Waupaca,Waupaca
"LINCOLN, NE",Lancaster,Lancaster
"ATLANTA, GA",Fulton,Fulton
"SOUTH RIVER, NJ",Middlesex,Middlesex
"MANY, LA",Sabine,Sabine
"CLIFTON FORGE, VA",Alleghany,Alleghany
"ORANGEVALE, CA",Sacramento County,Sacramento County
"WESTON, MA",Middlesex,Middlesex
"HILLSBORO, OR",Washington County,Washington County
"BOTTINEAU, ND",Bottineau,Bottineau
"DYERSBURG, TN",Dyer,Dyer
"ROSCOE, TX",Nolan,Nolan
"RAMONA, CA",San Diego County,San Diego County
"SURPRISE, AZ",Maricopa,Maricopa
"PARK FOREST, IL",Cook,Cook
"KINGSTON, NY",Ulster,Ulster
"PENSACOLA BEACH, FL",Escambia,Escambia
"WOOD RIVER, NE",Hall,Hall
"WEST PORTSMOUTH, OH",Scioto,Scioto
"SAINT JOHNS, KY",McCracken,McCracken
"MORGAN, NJ",Middlesex,Middlesex
"MAX MEADOWS, VA",Wythe,Wythe
"ANAHEIM HILLS, CA",Orange County,Orange County
"NEW KENSINGTON, PA",Westmoreland,Westmoreland
"JERSEY CITY, NJ",Hudson,Hudson
"WOODLAND, CA",Yolo County,Yolo County
"CONCORD, CA",Contra Costa County,Contra Costa County
"WEST MILFORD, NJ",Passaic,Passaic
"CALIENTE, NV",Lincoln County,Lincoln County
"ROCKWALL, TX",Rockwall,Rockwall
"SAN ANSELMO, CA",Marin County,Marin County
"OAKLAND, FL",Orange,Orange
"BEAUFORT, SC",Beaufort,Beaufort
"DONALSONVILLE, GA",Seminole,Seminole
"DENVER, IA",Bremer,Bremer
"WALDWICK, NJ",Bergen,Bergen
"SEVERNA PARK, MD",Anne Arundel,Anne Arundel
"GLENPOOL, OK",Tulsa,Tulsa
"LAKE WACCAMAW, NC",Columbus,Columbus
"WAUKEE, IA",Dallas,Dallas
"DEWITT, IA",Clinton,Clinton
"ORLAND HILLS, IL",Cook,Cook
"BROOKSHIRE, TX",Waller,Waller
"FAIRVIEW, NC",Buncombe,Buncombe
"GALLIPOLIS, OH",Gallia,Gallia
"EL PASO, TX",El Paso,El Paso
"BINGHAMTON, NY",Broome,Broome
"DESOTO, TX",Dallas,Dallas
"SULPHUR, LA",Calcasieu,Calcasieu
"MC RAE, GA",Telfair,Telfair
"CRESCENT, OK",Logan,Logan
"HAYMARKET, VA",Prince William,Prince William
"MOUNT ENTERPRISE, TX",Rusk,Rusk
"ROUND ROCK, TX",Williamson,Williamson
"HERMISTON, OR",Umatilla County,Umatilla County
"STEUBENVILLE, OH",Jefferson,Jefferson
"TAMAQUA, PA",Schuylkill,Schuylkill
"SAFETY HARBOR, FL",Pinellas,Pinellas
"WESTLAKE VILLAGE, CA",Los Angeles County,Los Angeles County
"GREENCASTLE, IN",Putnam,Putnam
"SPRINGFIELD, NJ",Union,Union
"GLOUCESTER, VA",Gloucester,Gloucester
"HENRIETTA, NY",Monroe,Monroe
"TURLOCK, CA",Stanislaus County,Stanislaus County
"POPLARVILLE, MS",Pearl River,Pearl River
"BUDA, TX",Hays,Hays
"ROCKY MOUNT, VA",Franklin,Franklin
"NEW PROVIDENCE, NJ",Union,Union
"DANIELSVILLE, GA",Madison,Madison
"REDDING, CA",Shasta County,Shasta County
"LAKEWOOD, IL",McHenry,McHenry
"FRAMINGHAM, MA",Middlesex,Middlesex
"WOLFFORTH, TX",Lubbock,Lubbock
"SAN DIEGO, CA",San Diego County,San Diego County
"SUNFLOWER, AL",Washington,Washington
"ATASCADERO, CA",San Luis Obispo County,San Luis Obispo County
"ROSELLE, IL",DuPage,Dupage
"WEDDINGTON, NC",Union,Union
"ROCKY HILL, CT",Hartford,Hartford
"PONTIAC, MI",Oakland,Oakland
"GLEN HEAD, NY",Nassau,Nassau
"BLOOMFIELD, MI",Oakland,Oakland
"SHERIDAN, AR",Grant,Grant
"WEST ORANGE, NJ",Essex,Essex
"LAWTON, OK",Comanche,Comanche
"SPRINGVILLE, AL",St. Clair,St Clair
"BOYDEN, IA",Sioux,Sioux
"BRANCHBURG, NJ",Somerset,Somerset
"PARK RIDGE, NJ",Bergen,Bergen
"COTTAGE GROVE, OR",Lane County,Lane County
"GENEVA, NY",Ontario,Ontario
"BATTLE CREEK, MI",Calhoun,Calhoun
"TAUNTON, MA",Bristol,Bristol
"PFAFFTOWN, NC",Forsyth,Forsyth
"PORTLAND, TX",San Patricio,San Patricio
"GRIFFIN, GA",Spalding,Spalding
"WEYANOKE, LA",West Feliciana,West Feliciana
"TWIN BRIDGES, MT",Madison,Madison
"WHITTIER, CA",Los Angeles County,Los Angeles County
"DURHAM, NC",Durham,Durham
"SHAKOPEE, MN",Scott,Scott
"ELKTON, MD",Cecil,Cecil
"LOUISA, VA",Louisa,Louisa
"GIBSONIA, PA",Allegheny,Allegheny
"MOUNT HOLLY, NJ",Burlington,Burlington
"SPRINGFIELD, SD",Bon Homme,Bon Homme
"VAN NUYS, CA",Los Angeles County,Los Angeles County
"CONWAY, NH",Carroll,Carroll
"MOUNT HOLLY, NC",Gaston,Gaston
"HERNDON, VA",Fairfax,Fairfax
"VARNVILLE, SC",Hampton,Hampton
"BEND, OR",Deschutes County,Deschutes County
"AYNOR, SC",Horry,Horry
"CYPRESS, TX",Harris,Harris
"ELYRIA, OH",Lorain,Lorain
"HIGHLAND PARK, NJ",Middlesex,Middlesex
"SEMINOLE, TX",Gaines,Gaines
"HILLIARD, FL",Nassau,Nassau
"FRIANT, CA",Fresno County,Fresno County
"ANNISTON, AL",Calhoun,Calhoun
"CHILLICOTHE, OH",Ross,Ross
"CRYSTAL SPRINGS, MS",Copiah,Copiah
"O FALLON, IL",St. Clair,St Clair
"HILLSBORO, TX",Hill,Hill
"WAMEGO, KS",Pottawatomie,Pottawatomie
"MASTIC BEACH, NY",Suffolk,Suffolk
"SIKESTON, MO",Scott,Scott
"TOLEDO, OH",Lucas,Lucas
"LARNED, KS",Pawnee,Pawnee
"MARBURY, MD",Charles,Charles
"JOHNSTON, IA",Polk,Polk
"JACKSON, KY",Breathitt,Breathitt
"HELOTES, TX",Bexar,Bexar
"WOODLAWN, MD",Baltimore,Baltimore
"WEST LINN, OR",Clackamas County,Clackamas County
"NEW IBERIA, LA",Iberia,Iberia
"NORTH AUGUSTA, SC",Aiken,Aiken
"GAITHERSBURG, MD",Montgomery,Montgomery
"BAY CITY, MI",Bay,Bay
"ELKRIDGE, MD",Howard,Howard
"EARLE, AR",Crittenden,Crittenden
"MCALESTER, OK",Pittsburg,Pittsburg
"RIVERTON, NJ",Burlington,Burlington
"HAMILTON, MI",Allegan,Allegan
"KERMIT, WV",Mingo,Mingo
"DAVIDSON, NC",Mecklenburg,Mecklenburg
"PASADENA, TX",Harris,Harris
"TIFTON, GA",Tift,Tift
"SHREWSBURY, NJ",Monmouth,Monmouth
"SIERRA MADRE, CA",Los Angeles County,Los Angeles County
"NANUET, NY",Rockland,Rockland
"ALLISON PARK, PA",Allegheny,Allegheny
"Lee's Summit, MO",Jackson,Jackson
"RESTON, VA",Fairfax,Fairfax
"HALIFAX, VA",Halifax,Halifax
"WALKERSVILLE, MD",Frederick,Frederick
"GATES MILLS, OH",Cuyahoga,Cuyahoga
"RAINSVILLE, AL",DeKalb,Dekalb
"MC LAIN, MS",Greene,Greene
"CHANUTE, KS",Neosho,Neosho
"ITTA BENA, MS",Leflore,Leflore
"SAINT SIMONS ISLAND, GA",Glynn,Glynn
"BASKING RIDGE, NJ",Somerset,Somerset
"PRICHARD, AL",Mobile,Mobile
"YOUNGSTOWN, NY",Niagara,Niagara
"FORK UNION, VA",Fluvanna,Fluvanna
"BLAIR, NE",Washington,Washington
"BATESBURG, SC",Lexington,Lexington
"BARNESVILLE, PA",Schuylkill,Schuylkill
"HACIENDA HEIGHTS, CA",Los Angeles County,Los Angeles County
"WARRENTON, VA",Fauquier,Fauquier
"REDLANDS, CA",San Bernardino County,San Bernardino County
"GREEN SPRINGS, OH",Seneca,Seneca
"PERKINSTON, MS",Stone,Stone
"SENATOBIA, MS",Tate,Tate
"RANCHO SANTA FE, CA",San Diego County,San Diego County
"UNION SPRINGS, AL",Bullock,Bullock
"JESUP, GA",Wayne,Wayne
"NORTH MIAMI, FL",Miami-Dade,Miami-Dade
"SWEENY, TX",Brazoria,Brazoria
"GLENARDEN, MD",Prince George's,Prince George's
"LUSBY, MD",Calvert,Calvert
"NYACK, NY",Rockland,Rockland
"RICHLANDS, VA",Tazewell,Tazewell
"MANTENO, IL",Kankakee,Kankakee
"WEST WARWICK, RI",Kent,Kent
"JENSEN BEACH, FL",Martin,Martin
"VIENNA, VA",Fairfax,Fairfax
"LAKE STEVENS, WA",Snohomish County,Snohomish County
"NEOLA, UT",Duchesne County,Duchesne County
"MOREHEAD CITY, NC",Carteret,Carteret
"CHINA SPRING, TX",McLennan,McLennan
